geometry,SOURCE_SITE_SEQ_NO,HICAP_WELL_NO,WI_UNIQUE_WELL_NO,PWS_ID,PROPERTY_SEQ_NO,OWNER_COMPANY,OWNER_NAME,WATER_USE_CODE,APPROVAL_DATE,COMPLETION_DATE,PUMP_CAPACITY_GPM,PUMP_CAPACITY_GPD,MAX_APPROVED_WDRL_GPD,WELL_DEPTH_FT,ENLARGED_DRILLHOLE_DIAM_IN,LOWER_DRILLHOLE_DIAM_IN,CASING_DIAM_IN,SPECIFIC_CAPACITY_GMFT_AMT,CHIEF_AQUIFER_DESC,WATER_USE_SHORT_DESC,SOURCE_STATUS_DESC
Geocortex.Gis.Geometries.Polygon,1549,1201,FO104,,10222,WI PUBLIC SERVICE CORP,WI PUBLIC SERVICE CORP,EG99,1993-11-02T00:00:00.0000000,1992-09-11T00:00:00.0000000,300,432000,432000,650,10,8,8,,Sandstone,Power gen - other,EXISTING source
Geocortex.Gis.Geometries.Polygon,19713,71276,VE241,86105503,13510,"STETSONVILLE, VILLAGE OF","STETSONVILLE, VILLAGE OF",PS11,2011-06-06T00:00:00.0000000,2011-06-06T00:00:00.0000000,25,36000,,260,15,8,8,0.4,Granite,Public utility,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,19712,71291,VE250,86105503,13510,"STETSONVILLE, VILLAGE OF","STETSONVILLE, VILLAGE OF",PS11,2011-06-06T00:00:00.0000000,2011-06-06T00:00:00.0000000,55,79200,,220,15,8,8,0.7,Granite,Public utility,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,18656,72863,XE521,,7914,WILLIAM & PAULINE BESKAR TRUST,WILLIAM & PAULINE BESKAR TRUST,IR10,2013-04-09T00:00:00.0000000,2013-05-22T00:00:00.0000000,1000,1440000,1440000,131,20,20,16,34.5,Sand/Gravel,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,21166,91482,XT677,,7924,WILLIAM & PAULINE BESKAR TRUST,WILLIAM & PAULINE BESKAR TRUST,IR10,2016-04-20T00:00:00.0000000,2016-05-11T00:00:00.0000000,900,1296000,1296000,177,19,19,14,25.8,,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,7090,67921,TN104,,7954,,"BESKAR, JOHN",IR10,2005-11-15T00:00:00.0000000,2006-04-18T00:00:00.0000000,1000,1440000,1440000,300,20,15,16,16.1,Sandstone,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,20659,74447,XP417,,9074,LANDMARK CONDOMINIUM OWNERS,LANDMARK CONDOMINIUM OWNERS,OT98,2015-01-27T00:00:00.0000000,2015-03-31T00:00:00.0000000,10,14400,1000,282,8.75,6,6,0.2,Limestone/Dolomite,Other - <70gpm,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,10195,77422,GV687,,9074,LANDMARK CONDOMINIUM OWNERS,LANDMARK CONDOMINIUM OWNERS,PS23,1985-02-28T00:00:00.0000000,1986-02-06T00:00:00.0000000,55,79200,13000,332,12,6,6,0.7,Limestone/Dolomite,OTM - multi-unit housing,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,10198,77425,AE373,,9074,LANDMARK CONDOMINIUM OWNERS,LANDMARK CONDOMINIUM OWNERS,PS23,1985-02-28T00:00:00.0000000,1988-02-18T00:00:00.0000000,20,28800,13000,332,12,6,6,0.5,Limestone/Dolomite,OTM - multi-unit housing,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,10197,77424,GV689,,9074,LANDMARK CONDOMINIUM OWNERS,LANDMARK CONDOMINIUM OWNERS,PS43,1985-02-28T00:00:00.0000000,1986-11-06T00:00:00.0000000,55,79200,13000,332,15,6,6,0.7,Limestone/Dolomite,"Restaurants, taverns",APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,10194,77421,GV686,,9074,LANDMARK CONDOMINIUM OWNERS,LANDMARK CONDOMINIUM OWNERS,PS23,1985-02-28T00:00:00.0000000,1985-04-17T00:00:00.0000000,55,79200,13000,332,12,6,6,0.9,Limestone/Dolomite,OTM - multi-unit housing,EXISTING source
Geocortex.Gis.Geometries.Polygon,10189,77405,,,9065,ROCKY SHORES JOINT VENTURE,ROCKY SHORES JOINT VENTURE,DS12,1977-04-01T00:00:00.0000000,1978-10-23T00:00:00.0000000,300,432000,40000,,,,,,,Privt/multi residences,EXISTING source
Geocortex.Gis.Geometries.Polygon,10196,77423,GV688,,9074,LANDMARK CONDOMINIUM OWNERS,LANDMARK CONDOMINIUM OWNERS,PS23,1985-02-28T00:00:00.0000000,1986-04-30T00:00:00.0000000,55,79200,13000,332,15,6,6,0.5,Limestone/Dolomite,OTM - multi-unit housing,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,10188,77404,,,9065,ROCKY SHORES JOINT VENTURE,ROCKY SHORES JOINT VENTURE,DS12,1977-04-01T00:00:00.0000000,1977-05-12T00:00:00.0000000,300,432000,40000,,,,,,,Privt/multi residences,EXISTING source
Geocortex.Gis.Geometries.Polygon,5415,29242,BD490,,8049,,"DERRICK, RICHARD & JOAN",IR10,1977-01-31T00:00:00.0000000,1977-07-18T00:00:00.0000000,750,1080000,644000,,,,,,,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,18688,73125,XB308,,13055,,"MICKELSON, JOHN",IR10,2013-06-25T00:00:00.0000000,2013-07-15T00:00:00.0000000,1500,2160000,2160000,265,24,17,18,15.4,Limestone/Dolomite,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,3391,3955,,,9621,MEADOW RIDGE CONDO,MEADOW RIDGE CONDO,DS12,2003-05-21T00:00:00.0000000,1999-09-18T00:00:00.0000000,25,36000,8000,,,,,,,Privt/multi residences,LOCAP Residential or Fire Well
Geocortex.Gis.Geometries.Polygon,3389,3952,RC476,,9621,MEADOW RIDGE CONDO,MEADOW RIDGE CONDO,DS12,2003-05-21T00:00:00.0000000,2003-03-26T00:00:00.0000000,25,36000,8000,320,10,6,6,0.5,Limestone/Dolomite,Privt/multi residences,LOCAP Residential or Fire Well
Geocortex.Gis.Geometries.Polygon,5421,29251,BD496,,8055,,"DERRICK, ROBERT & JUDY",IR10,1977-02-23T00:00:00.0000000,1977-07-13T00:00:00.0000000,750,1080000,945000,,,,,,,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,5436,29280,BD514,,8559,,"MALONEY, THOMAS",IR10,1981-05-20T00:00:00.0000000,1981-07-07T00:00:00.0000000,750,1080000,1080000,,,,,,,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,17961,72688,YI962,,12747,,"LAKE, JEFF & KELLEY",IR10,2013-02-01T00:00:00.0000000,2013-04-09T00:00:00.0000000,1000,1440000,1440000,317,19,15,16,7.8,Sandstone,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,4063,8229,CG632,,7963,CLARK RIDGE LLC,CLARK RIDGE LLC,IR10,1988-06-28T00:00:00.0000000,1988-07-07T00:00:00.0000000,800,1152000,1152000,300,24,15,24,,,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,23301,93369,ZP407,,9451,VAN DER GEEST DAIRY CATTLE INC,VAN DER GEEST DAIRY CATTLE INC,LV10,2022-04-18T00:00:00.0000000,2022-08-22T00:00:00.0000000,25,36000,14400,240,8,6,6,0.1,,Dairy farming,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,23302,93370,ZP406,,9451,VAN DER GEEST DAIRY CATTLE INC,VAN DER GEEST DAIRY CATTLE INC,LV10,2022-04-18T00:00:00.0000000,2022-08-25T00:00:00.0000000,25,36000,14400,240,8,6,6,0.1,,Dairy farming,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,16660,71573,WQ559,,9451,VAN DER GEEST DAIRY CATTLE INC,VAN DER GEEST DAIRY CATTLE INC,LV10,2011-06-16T00:00:00.0000000,2011-07-21T00:00:00.0000000,15,21600,21600,240,8,6,6,0.1,Granite,Dairy farming,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,7134,67989,UN363,,9451,VAN DER GEEST DAIRY CATTLE INC,VAN DER GEEST DAIRY CATTLE INC,LV10,2006-01-19T00:00:00.0000000,2008-01-15T00:00:00.0000000,12,17280,25000,240,8,6,6,0.1,Granite,Dairy farming,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,2946,3257,OF147,,9451,VAN DER GEEST DAIRY CATTLE INC,VAN DER GEEST DAIRY CATTLE INC,LV10,2001-01-19T00:00:00.0000000,2000-11-30T00:00:00.0000000,25,36000,36000,200,8,6,6,0.3,Quartzite,Dairy farming,EXISTING source
Geocortex.Gis.Geometries.Polygon,16661,71574,WQ558,,9451,VAN DER GEEST DAIRY CATTLE INC,VAN DER GEEST DAIRY CATTLE INC,LV10,2011-06-16T00:00:00.0000000,2011-07-23T00:00:00.0000000,15,21600,21600,240,8,6,6,0.1,Granite,Dairy farming,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,2947,3258,OF158,,9451,VAN DER GEEST DAIRY CATTLE INC,VAN DER GEEST DAIRY CATTLE INC,LV10,2001-01-19T00:00:00.0000000,2001-01-31T00:00:00.0000000,25,36000,36000,200,8,6,6,0.3,Quartzite,Dairy farming,EXISTING source
Geocortex.Gis.Geometries.Polygon,2950,3261,JF966,,9451,VAN DER GEEST DAIRY CATTLE INC,VAN DER GEEST DAIRY CATTLE INC,DS11,2001-01-19T00:00:00.0000000,1969-07-01T00:00:00.0000000,10,14400,14000,,,,,,,Privt/single residence,LOCAP Residential or Fire Well
Geocortex.Gis.Geometries.Polygon,2826,3114,LX455,,9451,VAN DER GEEST DAIRY CATTLE INC,VAN DER GEEST DAIRY CATTLE INC,LV10,2000-04-18T00:00:00.0000000,1997-09-23T00:00:00.0000000,40,57600,58000,200,8,6,6,0.1,Quartzite,Dairy farming,EXISTING source
Geocortex.Gis.Geometries.Polygon,3568,4280,SV316,,9451,VAN DER GEEST DAIRY CATTLE INC,VAN DER GEEST DAIRY CATTLE INC,LV10,2004-03-23T00:00:00.0000000,2005-04-28T00:00:00.0000000,20,28800,30000,240,8,6,6,0.1,Granite,Dairy farming,EXISTING source
Geocortex.Gis.Geometries.Polygon,2954,3265,,,9451,VAN DER GEEST DAIRY CATTLE INC,VAN DER GEEST DAIRY CATTLE INC,LV10,2000-04-18T00:00:00.0000000,1970-09-09T00:00:00.0000000,10,14400,14000,,,,,,,Dairy farming,EXISTING source
Geocortex.Gis.Geometries.Polygon,3246,3782,QW920,,9451,VAN DER GEEST DAIRY CATTLE INC,VAN DER GEEST DAIRY CATTLE INC,LV10,2002-09-09T00:00:00.0000000,2003-01-07T00:00:00.0000000,25,36000,36000,200,8,6,6,0.1,Quartzite,Dairy farming,EXISTING source
Geocortex.Gis.Geometries.Polygon,12324,77855,BF735,61702740,11264,"WHEELER, VILLAGE OF - UTILITY","WHEELER, VILLAGE OF - UTILITY",PS11,1975-06-06T00:00:00.0000000,1975-09-12T00:00:00.0000000,190,273600,274000,215,16,12,16,4.8,Sandstone,Public utility,EXISTING source
Geocortex.Gis.Geometries.Polygon,6170,42111,EV041,,8600,ASSOCIATED MILK PRODUCERS INC,ASSOCIATED MILK PRODUCERS INC,IN32,1955-06-15T00:00:00.0000000,1956-10-30T00:00:00.0000000,500,720000,789000,60,44,44,18,32.3,Sand/Gravel,Dairy manufacturing,EXISTING source
Geocortex.Gis.Geometries.Polygon,6169,42110,EV040,,8600,ASSOCIATED MILK PRODUCERS INC,ASSOCIATED MILK PRODUCERS INC,IN32,1955-06-15T00:00:00.0000000,1956-02-01T00:00:00.0000000,485,698400,473000,57,44,44,18,31.3,Sand/Gravel,Dairy manufacturing,EXISTING source
Geocortex.Gis.Geometries.Polygon,9938,71252,YG114,,8600,ASSOCIATED MILK PRODUCERS INC,ASSOCIATED MILK PRODUCERS INC,IN32,2011-03-28T00:00:00.0000000,2012-02-10T00:00:00.0000000,170,244800,170000,50,24,18,18,17.2,Sand/Gravel,Dairy manufacturing,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,18426,90118,EV043,,12949,JIM FALLS ELEMENTARY,JIM FALLS ELEMENTARY,PS41,1963-10-31T00:00:00.0000000,1964-10-20T00:00:00.0000000,62,89280,2500,58,16,8,10,7,Sand/Gravel,Public/transient,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,5435,29279,YI947,,8559,,"MALONEY, THOMAS",IR10,1981-05-20T00:00:00.0000000,1981-06-18T00:00:00.0000000,550,792000,792000,220,17.5,13,14,,Limestone/Dolomite,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,18877,73435,XE053,,7905,RASMUSSEN FAIMLY FARMS,RASMUSSEN FAIMLY FARMS,IR10,2013-09-24T00:00:00.0000000,2014-04-22T00:00:00.0000000,800,1152000,1152000,100,30,30,16,38.5,Sand/Gravel,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,1617,1313,FR720,,7905,RASMUSSEN FAIMLY FARMS,RASMUSSEN FAIMLY FARMS,IR10,1994-03-25T00:00:00.0000000,1994-04-14T00:00:00.0000000,750,1080000,1080000,82,30,30,16,33.3,Sand/Gravel,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,9706,70984,VG262,,10619,"ST JOSEPH FIRE HALL, TOWN OF","ST JOSEPH FIRE HALL, TOWN OF",OT01,2010-03-24T00:00:00.0000000,2010-05-19T00:00:00.0000000,250,360000,20000,500,15,8,8,37.5,Sandstone,Fire protection,LOCAP Residential or Fire Well
Geocortex.Gis.Geometries.Polygon,2729,2982,MY939,,9395,CLARK RIDGE FARM,CLARK RIDGE FARM,IR10,2000-03-14T00:00:00.0000000,2000-03-27T00:00:00.0000000,800,1152000,1152000,405,22,15,16,10,Sandstone,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,23730,93791,AAZ309,65612734,8692,HUNT ELECTRIC CORPORATION,HUNT ELECTRIC CORPORATION,IN99,2022-09-07T00:00:00.0000000,2022-12-22T00:00:00.0000000,100,144000,14400,560,24,8,12,16.7,,Industrial - other,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,6469,60806,BP915,65601129,8692,HUNT ELECTRIC CORPORATION,HUNT ELECTRIC CORPORATION,CO99,1976-07-26T00:00:00.0000000,1977-01-25T00:00:00.0000000,200,288000,14400,307,12,6,6,2.5,Sand/Gravel,Commercial - other,EXISTING source
Geocortex.Gis.Geometries.Polygon,3524,4229,RT878,,7689,OUR FAMILY LLP,OUR FAMILY LLP,IR10,2004-03-12T00:00:00.0000000,2004-04-30T00:00:00.0000000,1000,1440000,1440000,141,20,20,6,20.4,Sand/Gravel,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,619,83051,BG512,44304986,342,"SURING, VILLAGE OF - UTILITY","SURING, VILLAGE OF - UTILITY",PS11,1963-03-01T00:00:00.0000000,1963-10-01T00:00:00.0000000,350,504000,460000,217,42,42,26,3.1,Sand/Gravel,Public utility,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,1857,1621,FL289,,10733,FOREMOST FARMS,FOREMOST FARMS,IN32,1995-07-18T00:00:00.0000000,1987-04-16T00:00:00.0000000,7,10080,,360,6,6,6,0,,Dairy manufacturing,EXISTING source
Geocortex.Gis.Geometries.Polygon,1861,1625,IC951,,10733,FOREMOST FARMS,FOREMOST FARMS,IN32,1995-07-18T00:00:00.0000000,1995-08-14T00:00:00.0000000,20,28800,,400,9.75,6,6,0.3,Granite,Dairy manufacturing,EXISTING source
Geocortex.Gis.Geometries.Polygon,1859,1623,GD738,,10733,FOREMOST FARMS,FOREMOST FARMS,IN32,1995-07-18T00:00:00.0000000,1994-10-08T00:00:00.0000000,20,28800,,400,10,6,6,0.1,,Dairy manufacturing,EXISTING source
Geocortex.Gis.Geometries.Polygon,1858,1622,RR675,,10733,FOREMOST FARMS,FOREMOST FARMS,IN32,1995-07-18T00:00:00.0000000,1960-12-08T00:00:00.0000000,15,21600,,46,10,6,6,2.1,Sand/Gravel,Dairy manufacturing,EXISTING source
Geocortex.Gis.Geometries.Polygon,1860,1624,GD739,,10733,FOREMOST FARMS,FOREMOST FARMS,IN32,1995-07-18T00:00:00.0000000,1994-10-21T00:00:00.0000000,20,28800,,400,10,6,6,0.2,,Dairy manufacturing,EXISTING source
Geocortex.Gis.Geometries.Polygon,20311,74201,XS730,,13724,TRIPLE A FARMS,TRIPLE A FARMS,IR10,2015-08-19T00:00:00.0000000,2016-11-16T00:00:00.0000000,1200,1728000,1728000,315,20,15,16,10.3,,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,10092,76205,JB939,,8834,WI DNR - LAKE WISSOTA STATE PARK,WI DNR - LAKE WISSOTA STATE PARK,PS41,1971-02-03T00:00:00.0000000,1971-10-05T00:00:00.0000000,35,50400,5250,103,10,6,6,0.4,Sand/Gravel,Public/transient,EXISTING source
Geocortex.Gis.Geometries.Polygon,10091,76204,JB938,,8834,WI DNR - LAKE WISSOTA STATE PARK,WI DNR - LAKE WISSOTA STATE PARK,PS41,1971-02-03T00:00:00.0000000,1971-10-18T00:00:00.0000000,35,50400,5250,64,10,6,6,6.9,Sand/Gravel,Public/transient,EXISTING source
Geocortex.Gis.Geometries.Polygon,3162,3672,PN272,,8834,WI DNR - LAKE WISSOTA STATE PARK,WI DNR - LAKE WISSOTA STATE PARK,DS11,1973-12-21T00:00:00.0000000,1974-03-14T00:00:00.0000000,20,28800,2000,76,6,6,6,6.7,Sand/Gravel,Privt/single residence,LOCAP Residential or Fire Well
Geocortex.Gis.Geometries.Polygon,10093,76207,JB921,,8834,WI DNR - LAKE WISSOTA STATE PARK,WI DNR - LAKE WISSOTA STATE PARK,PS41,1973-12-21T00:00:00.0000000,1974-01-30T00:00:00.0000000,50,72000,2000,70,10,6,6,5,Sandstone,Public/transient,EXISTING source
Geocortex.Gis.Geometries.Polygon,12355,85691,BG865,65602592,11269,"WILSON, VILLAGE OF - UTILITY","WILSON, VILLAGE OF - UTILITY",PS11,1979-08-27T00:00:00.0000000,1980-07-02T00:00:00.0000000,250,360000,360000,230,20,19,20,5.4,Sandstone,Public utility,EXISTING source
Geocortex.Gis.Geometries.Polygon,11523,77850,BF730,61702674,9670,"KNAPP, VILLAGE OF - UTILITY","KNAPP, VILLAGE OF - UTILITY",PS11,1982-10-08T00:00:00.0000000,1983-08-18T00:00:00.0000000,350,504000,504000,240,16,16,16,7,Sandstone,Public utility,EXISTING source
Geocortex.Gis.Geometries.Polygon,21866,92029,XY910,,7950,,"PROCHNOW, RON E",IR10,2017-03-01T00:00:00.0000000,2017-03-16T00:00:00.0000000,1000,1440000,1440000,161,20,20,16,25,,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,3991,8147,BB960,,7918,RUSK PRAIRIE VIEW FARMS LLC,RUSK PRAIRIE VIEW FARMS LLC,IR10,1976-11-08T00:00:00.0000000,1977-02-22T00:00:00.0000000,1000,1440000,1440000,,,,,,,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,17315,71409,WQ581,,9694,,"STYER, LOUIS",IR10,2011-02-22T00:00:00.0000000,2011-04-13T00:00:00.0000000,800,1152000,1152000,377,16,16,16,8.1,Sandstone,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,6927,67674,SZ875,,7950,,"PROCHNOW, RON E",IR10,2005-05-26T00:00:00.0000000,2005-06-09T00:00:00.0000000,1000,1440000,1440000,140,20,20,16,27.8,Sand/Gravel,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,4049,8214,BC021,,9467,RUSK PRAIRIE FARMS LLC,RUSK PRAIRIE FARMS LLC,IR10,1983-02-11T00:00:00.0000000,1983-03-17T00:00:00.0000000,800,1152000,1152000,,,,,,,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,4030,8193,BC002,,7940,,"HENDERSON, STEVE",IR10,1979-05-10T00:00:00.0000000,1979-05-05T00:00:00.0000000,1000,1440000,1440000,,,,,,,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,11067,76267,BF289,60904503,10962,"CADOTT, VILLAGE OF - UTILITY","CADOTT, VILLAGE OF - UTILITY",PS11,1975-02-10T00:00:00.0000000,1975-06-01T00:00:00.0000000,250,360000,360000,50,78,54,36,18.5,Sand/Gravel,Public utility,EXISTING source
Geocortex.Gis.Geometries.Polygon,12373,2889,MK464,61002832,11278,"WITHEE, VILLAGE OF - UTILITY","WITHEE, VILLAGE OF - UTILITY",PS11,2000-11-09T00:00:00.0000000,2001-02-14T00:00:00.0000000,180,259200,,100,24,24,18,7.4,Sand/Gravel,Public utility,EXISTING source
Geocortex.Gis.Geometries.Polygon,12372,76488,BF352,61002832,11278,"WITHEE, VILLAGE OF - UTILITY","WITHEE, VILLAGE OF - UTILITY",PS11,1968-08-07T00:00:00.0000000,1968-11-02T00:00:00.0000000,210,302400,302000,100,36,36,24,11.7,Sand/Gravel,Public utility,EXISTING source
Geocortex.Gis.Geometries.Polygon,6582,67276,RN353,,9466,RUSK PRAIRIE FARMS LLC,RUSK PRAIRIE FARMS LLC,IR10,2003-04-28T00:00:00.0000000,2003-05-29T00:00:00.0000000,1000,1440000,1440000,121,20,20,16,23.5,Sand/Gravel,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,9549,70805,VE252,,9466,RUSK PRAIRIE FARMS LLC,RUSK PRAIRIE FARMS LLC,IR10,2009-11-30T00:00:00.0000000,2010-04-16T00:00:00.0000000,1000,1440000,1440000,168,30,30,16,25,Sand/Gravel,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,11191,76450,BF314,61003393,10990,"CURTISS, VILLAGE OF - UTILITY","CURTISS, VILLAGE OF - UTILITY",PS11,1976-09-28T00:00:00.0000000,1976-09-25T00:00:00.0000000,40,57600,58000,65,13,8,12,1,Sandstone,Public utility,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,11189,70947,VB164,61003393,10990,"CURTISS, VILLAGE OF - UTILITY","CURTISS, VILLAGE OF - UTILITY",PS11,2009-07-16T00:00:00.0000000,2010-01-25T00:00:00.0000000,30,43200,,85,15,8,8,0.8,Sandstone,Public utility,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,11185,70945,VB166,61003393,10990,"CURTISS, VILLAGE OF - UTILITY","CURTISS, VILLAGE OF - UTILITY",PS11,2009-07-16T00:00:00.0000000,2009-12-21T00:00:00.0000000,30,43200,,76,15,8,8,1.4,Sandstone,Public utility,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,11190,70948,VB165,61003393,10990,"CURTISS, VILLAGE OF - UTILITY","CURTISS, VILLAGE OF - UTILITY",PS11,2009-07-16T00:00:00.0000000,2010-01-18T00:00:00.0000000,30,43200,,70,15,8,8,0.9,Sandstone,Public utility,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,11188,76449,BF313,61003393,10990,"CURTISS, VILLAGE OF - UTILITY","CURTISS, VILLAGE OF - UTILITY",PS11,1976-09-28T00:00:00.0000000,1976-09-25T00:00:00.0000000,40,57600,58000,78,13,8,12,1,Sandstone,Public utility,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,11187,76448,BF312,61003393,10990,"CURTISS, VILLAGE OF - UTILITY","CURTISS, VILLAGE OF - UTILITY",PS11,1976-09-28T00:00:00.0000000,1976-09-25T00:00:00.0000000,40,57600,58000,76,13,8,12,1,Sandstone,Public utility,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,11186,70946,VB167,61003393,10990,"CURTISS, VILLAGE OF - UTILITY","CURTISS, VILLAGE OF - UTILITY",PS11,2009-07-16T00:00:00.0000000,2010-01-18T00:00:00.0000000,30,43200,,80,15,8,8,1.1,Sandstone,Public utility,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,11192,76447,BF311,61003393,10990,"CURTISS, VILLAGE OF - UTILITY","CURTISS, VILLAGE OF - UTILITY",PS11,1976-09-28T00:00:00.0000000,1976-09-25T00:00:00.0000000,40,57600,58000,71,13,8,12,0.8,Sandstone,Public utility,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,9068,70299,UT499,,10474,,"ALBRIGHT, DALE & JAN",IR10,2009-05-06T00:00:00.0000000,2009-05-06T00:00:00.0000000,700,1008000,1008000,161,20,20,14,12.7,Sand/Gravel,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,20107,73988,XI582,,13655,FIVE STAR DAIRY,FIVE STAR DAIRY,IR10,2014-07-02T00:00:00.0000000,2014-07-17T00:00:00.0000000,900,1296000,1296000,330,19.12,15,16,14.3,Sandstone,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,3103,3453,,,9593,DAD'S FARMS INC,DAD'S FARMS INC,DS12,2002-12-12T00:00:00.0000000,1983-06-30T00:00:00.0000000,20,28800,28000,,,,,,,Privt/multi residences,LOCAP Residential or Fire Well
Geocortex.Gis.Geometries.Polygon,3105,3455,QN553,,9593,DAD'S FARMS INC,DAD'S FARMS INC,LV10,2002-12-12T00:00:00.0000000,2002-06-25T00:00:00.0000000,25,36000,28000,123,6,6,6,0.3,Sand/Gravel,Dairy farming,EXISTING source
Geocortex.Gis.Geometries.Polygon,3106,3456,QN554,,9593,DAD'S FARMS INC,DAD'S FARMS INC,LV10,2002-12-12T00:00:00.0000000,2002-06-25T00:00:00.0000000,50,72000,72000,145,6,6,6,0.7,Sand/Gravel,Dairy farming,EXISTING source
Geocortex.Gis.Geometries.Polygon,3104,3454,MR656,,9593,DAD'S FARMS INC,DAD'S FARMS INC,CO99,2002-12-12T00:00:00.0000000,1999-03-31T00:00:00.0000000,20,28800,28000,135,8.75,6,6,0.3,Granite,Commercial - other,EXISTING source
Geocortex.Gis.Geometries.Polygon,8444,69578,UO256,,10325,ZAHNS FARMS LLC,ZAHNS FARMS LLC,IR10,2008-05-01T00:00:00.0000000,2008-05-08T00:00:00.0000000,350,504000,504000,285,17,13.25,14,4.7,Sandstone,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,21530,91741,XT685,,8565,DANIEL KALTENBERG ET AL,DANIEL KALTENBERG ET AL,IR10,2016-06-07T00:00:00.0000000,2016-06-14T00:00:00.0000000,1000,1440000,1440000,111,20,20,16,34.5,,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,22699,92802,AAJ145,,14596,TKC REAL ESTATE HOLDINGS LLC,TKC REAL ESTATE HOLDINGS LLC,IN61,2019-12-18T00:00:00.0000000,2021-05-17T00:00:00.0000000,500,720000,720000,555,16,10,10,6.3,,"Mining, quarrying",APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,6569,67260,SA162,,9220,MCKAY NURSERY COMPANY,MCKAY NURSERY COMPANY,IR22,2003-03-06T00:00:00.0000000,2003-03-19T00:00:00.0000000,1000,1440000,1440000,340,17,13,14,7.7,Sandstone,Orchards/nursery irrig,EXISTING source
Geocortex.Gis.Geometries.Polygon,1558,1214,BA127,,9268,VINTAGE ESTATES HOME OWNERS ASSOC,VINTAGE ESTATES HOME OWNERS ASSOC,PS22,1993-01-13T00:00:00.0000000,1993-03-09T00:00:00.0000000,250,360000,360000,250,12,7.875,8.625,35.7,Limestone/Dolomite,OTM - single-unit housing,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,10459,83647,BG634,,9014,PARK PLACE HOME OWNERS ASSOC,PARK PLACE HOME OWNERS ASSOC,DS12,1986-12-11T00:00:00.0000000,1987-03-03T00:00:00.0000000,270,388800,389000,300,12,8,8,,Limestone/Dolomite,Privt/multi residences,APPROVED well with well report
