TaxYear,Name,SchoolDist,TotalAssessedValu,AssessedLandValu,AssessedImprovementValu,EstimatedFairMarketValu,NetPropTax,GrossPropTax,PropClass,AuxPropClass,AssessedAcres,DeedAcres,GISAcres,Longitude,Latitude,PropClassDesc
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,96500,10300,86200,99400,1861.02,2000.72,none,none,0,0,0.340987076,-88.85870911,44.25742596,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,62900,10800,52100,64800,1302.62,1304.1,none,none,0,0,0.358236541,-88.85910082,44.25742612,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,none,0,0,6.227894249,-88.8584876,44.25521637,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,106800,10300,96500,110000,2146.39,2214.29,none,none,0,0,0.354137676,-88.85985068,44.25749163,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,145300,10300,135000,149600,2798.99,3012.52,none,none,0,0,0.309754552,-88.86040293,44.25749207,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,none,0,0,0.420041819,-88.86073006,44.25661342,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,12100,12100,0,12500,232.55,250.86,1,none,0.36,0.36,0.401794074,-88.85984307,44.25779324,Residential
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,113400,12200,101200,116800,2185.86,2351.13,1,none,0.36,0.36,0.383386438,-88.8603868,44.25779396,Residential
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,X4,0.7,0.7,0.681871883,-88.85542322,44.25965326,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,87700,16900,70800,90300,1691.91,1818.3,none,none,0,0,1.081475476,-88.86010252,44.26023612,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,149900,83500,66400,0,3247.64,3107.87,"1,5",none,9.57,9.57,9.399322572,-88.85691606,44.26119842,"['Residential', 'Undeveloped']"
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,none,0,0,3.268240844,-88.85983835,44.26107802,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,none,0,0,2.347956633,-88.85523575,44.26281915,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,none,0,0.66,0.657188177,-88.86648049,44.25925329,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,none,0,0.31,0.306694674,-88.86612836,44.25946129,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,none,0,0,0.071676967,-88.87657249,44.25926088,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,none,0,0,0.931326716,-88.88223192,44.26147185,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,none,0,0,0.928592545,-88.88223654,44.26230778,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,17400,17400,0,17300,482.05,501.03,2,none,2.9,2.9,3.023541178,-89.1142083,44.50526983,Commercial
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,2000,2000,0,2000,55.4,57.58,2,none,0.58,0.58,0.57647826,-89.11398951,44.50419303,Commercial
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,92500,53500,39000,92100,2495.41,2663.46,2,none,15.12,15.12,14.88999062,-89.11215757,44.50485805,Commercial
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,0,0,0,0,0,0,none,none,0,1.04,1.020594153,-89.11462268,44.50417229,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,0,0,0,0,0,0,none,none,0,10.72,10.57062075,-89.11587025,44.50501406,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,none,0,0,45.41082483,-88.87243838,44.25938482,none
2015,VILLAGE OF OGDENSBURG,MANAWA SD,97900,25800,72100,0,1572.52,1877.49,"1,5",none,11.8,11.8,13.08621934,-89.03511885,44.44910395,"['Residential', 'Undeveloped']"
2015,VILLAGE OF OGDENSBURG,MANAWA SD,29900,12000,17900,27900,468.92,573.4,1,none,4.38,3.92,4.526271637,-89.03251657,44.44942742,Residential
2015,VILLAGE OF OGDENSBURG,MANAWA SD,0,0,0,0,0,0,none,none,0,0,8.505386464,-89.03252213,44.44787124,none
2015,VILLAGE OF OGDENSBURG,MANAWA SD,130200,16000,114200,121700,2139.94,2496.93,1,none,8.22,8.22,8.350323434,-89.02963761,44.44934076,Residential
2015,VILLAGE OF OGDENSBURG,MANAWA SD,0,0,0,0,0,0,none,none,0,0.1,0.109453603,-89.03725259,44.45264537,none
2015,VILLAGE OF OGDENSBURG,MANAWA SD,0,0,0,0,0,0,none,none,0,0.21,0.20982499,-89.0372565,44.45288902,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,none,0,3.22,3.16647717,-88.85894102,44.25858988,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,none,0,0,1.109313891,-88.86004709,44.25875477,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,none,0,0,0.442792778,-88.86013445,44.25931601,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,none,0,0,2.135614587,-88.86003028,44.25837074,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,none,0,16.25,16.20128577,-88.85694314,44.25875992,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,none,0,0,7.287946651,-88.85816844,44.26007049,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,14700,5100,9600,15100,228.44,304.78,none,none,0,0,0.143372336,-88.86260037,44.25300845,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,94900,14600,80300,97700,1830.28,1967.56,1,none,0.51,0.51,0.497613451,-88.8621892,44.25268531,Residential
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,149800,23100,126700,154300,2885.46,3105.8,1,none,0.64,0.64,0.631012398,-88.86273874,44.25269283,Residential
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,16200,16200,0,16700,311.37,335.88,1,none,4.7,4.7,4.745315016,-88.86145375,44.2522339,Residential
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,none,0,0,4.59115973,-88.86198357,44.25354148,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,none,0,0,2.367495443,-88.86238131,44.25056763,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,203900,11300,192600,210000,4160.44,4227.46,none,none,0,0.4,0.399433508,-88.86856833,44.26175512,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,164100,12600,151500,169000,3099.92,3402.28,none,none,0,0,0.388613124,-88.86823031,44.26164193,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,183000,13600,169400,188400,3523.57,3794.14,none,none,0,0,0.447083255,-88.86921407,44.26199645,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,90300,9100,81200,93000,1741.87,1872.19,none,none,0,0,0.314829182,-88.86887524,44.26186958,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,80000,9100,70900,82400,1631.29,1658.64,none,none,0,0,0.284059584,-88.86955445,44.26212171,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,none,0,0.37,0.370097396,-88.87017197,44.26234887,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,none,0,0.29,0.288193503,-88.86983526,44.26222243,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,86700,8200,78500,89300,1760.06,1797.55,none,none,0,0,0.283800836,-88.87032234,44.26198477,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,none,0,0,0.505374327,-88.86868544,44.26126735,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,81400,8200,73200,83800,2200.94,1687.66,none,none,0,0,0.304091506,-88.86903351,44.2614098,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,99000,16400,82600,101900,1909.07,2052.56,none,none,0,0,0.576514467,-88.86942617,44.26158069,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,130800,16400,114400,134700,2520.29,2711.88,none,none,0,0,0.503357874,-88.86994153,44.26179842,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,2300,2300,0,2400,44.21,47.69,none,none,0,0,0.626780581,-88.86670766,44.25800233,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,85400,16300,69100,87900,1735.08,1770.6,none,none,0,0,0.946106451,-88.86726519,44.25802979,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,79900,16300,63600,82300,1789.43,1656.57,none,none,0,0,0.7594493,-88.86693885,44.25753072,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,none,0,0,1.476110757,-88.86622859,44.25802288,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,none,0,4.27,4.290591586,-88.87480187,44.25851326,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,none,0,0.5,0.502250508,-88.87303685,44.25829632,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,none,0,0,18.29404724,-88.87085109,44.25829476,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,8200,8200,0,8400,157.59,170,none,none,0,0,0.169661324,-88.8705719,44.26209114,none
2015,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,none,0,0,0.044566975,-88.87083743,44.26229411,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,70000,8500,61500,69700,1872.08,2015.59,none,none,0,0,0.166451906,-89.12924963,44.5019684,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,80200,7800,72400,79800,2154.65,2309.28,none,none,0,0,0.170292022,-89.12894296,44.50196532,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,78800,10100,68700,78400,2115.89,2269,none,none,0,0,0.17003048,-89.12863256,44.50196232,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,0,0,0,0,0,0,none,none,0,0,3.016017549,-89.12871463,44.50133863,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,81300,6500,74800,80900,2076.62,2340.97,none,none,0,0,0.202117553,-89.12927739,44.50246945,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,120200,6200,114000,119600,3154.29,3461.07,none,none,0,0,0.211649749,-89.12903283,44.50246721,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,32000,6500,25500,31800,819.33,921.41,1,none,0.26,0.26,0.261565885,-89.12875376,44.50246528,Residential
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,78400,6200,72200,78000,2104.79,2257.46,1,none,0.29,0.29,0.29214025,-89.12842791,44.50246159,Residential
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,99500,10100,89400,99000,2580.81,2865.01,none,none,0,0,0.412450205,-89.1291511,44.50285513,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,166700,10100,156600,165900,4551.03,4799.99,none,none,0,0,0.553091842,-89.12857803,44.50285097,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,14400,10400,4000,14300,331.75,414.63,none,none,0,0,0.706999476,-89.12971925,44.5028913,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,87100,6800,80300,86700,2237.29,2507.97,none,none,0,0,0.164977966,-89.13063792,44.50369322,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,1300,1300,0,1300,36.02,37.44,none,none,0,0,0.084563714,-89.13059852,44.50356459,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,72100,5200,66900,71700,1930.26,2076.06,none,none,0,0,0.165883945,-89.13063404,44.50387334,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,58100,9100,49000,57800,1433.89,1672.94,none,none,0,0,0.2949752,-89.12907435,44.50377112,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,64200,6500,57700,63900,1711.39,1848.58,none,none,0,0,0.199578471,-89.12876067,44.50376889,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,92100,6500,85600,91700,2375.81,2651.94,none,none,0,0,0.315292764,-89.12843472,44.50376659,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,52300,9100,43200,52000,1273.21,1505.94,none,none,0,0,0.39195285,-89.12914057,44.5034101,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,72500,5200,67300,72100,1832.83,2087.58,none,none,0,0,0.257227521,-89.12856545,44.50349607,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,62600,6500,56100,62300,1558.55,1802.52,none,none,0,0,0.257068329,-89.12856813,44.50331518,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,84000,6500,77500,83600,2151.43,2418.72,none,none,0,0,0.383491106,-89.13060226,44.50335215,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,98200,8500,89700,97700,2653.31,2827.58,none,none,0,0,0.211898125,-89.13060782,44.50305485,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,1300,1300,0,1300,36.02,37.44,none,none,0,0,0.131859868,-89.13019741,44.50305092,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,72500,8500,64000,72100,3638.39,2087.58,none,none,0,0,0.199826984,-89.13061163,44.50286839,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,1300,1300,0,1300,36.02,37.44,none,none,0,0,0.12449143,-89.13020132,44.50286444,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,76500,11800,64700,76100,1943.64,2202.76,none,none,0,0,0.457495251,-89.13045962,44.50264844,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,74100,9100,65000,73700,1877.13,2133.64,none,none,0,0,0.317704818,-89.13046528,44.50243131,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,86500,7800,78700,86100,2220.66,2490.69,none,none,0,0,0.461232608,-89.13047418,44.50193109,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,0,0,0,0,0,0,none,none,0,0,2.814121655,-89.13012967,44.50136458,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,70400,6500,63900,70100,1883.16,2027.11,none,none,0,0,0.500973216,-89.13047077,44.50220102,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,89300,9100,80200,88900,2406.76,2571.32,none,none,0,0,0.47556333,-89.12977612,44.50197132,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,12000,12000,0,11900,332.45,345.53,none,none,0,0,0.263826141,-89.13002866,44.5125628,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,162600,26000,136600,161800,4328.94,4681.94,none,none,0,0,0.54612576,-89.12908148,44.51288776,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,143100,23400,119700,142400,3788.69,4120.44,none,none,0,0,0.404566603,-89.12991458,44.51295367,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,17000,17000,0,16900,470.97,489.5,none,none,0,0,0.610070908,-89.13160021,44.51486783,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,36400,6500,29900,36200,941.25,1048.12,none,none,0,0,0.479125075,-89.13191709,44.50386236,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,111200,9100,102100,110700,2904.95,3201.91,none,none,0,0,0.561243503,-89.13633396,44.50238226,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,0,0,0,0,0,0,none,none,0,0,12.68793117,-89.13232113,44.50245095,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,65600,5100,60500,65300,1641.66,1888.9,none,none,0,0,0.202969379,-89.13029648,44.50378036,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,80400,11800,68600,80000,2051.68,2315.05,none,none,0,0,0.39777293,-89.12991444,44.50377758,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,100300,6500,93800,99800,2602.98,2888.05,none,none,0,0,0.314700128,-89.12946152,44.50377385,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,109900,11800,98100,109400,2868.94,3164.48,none,none,0,0,0.980565616,-89.12989188,44.50336383,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,0,0,0,0,0,0,none,none,0,0,0.256533883,-89.12824308,44.5019584,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,127400,11800,115600,126800,3462.28,3668.38,none,none,0,0,0.610829672,-89.12974245,44.5024274,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,146800,23500,123300,146100,3999.73,4226.99,none,none,0,0,0.606282712,-89.13130087,44.50766746,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,94300,19300,75000,93800,2545.29,2715.3,none,none,0,0,0.606282712,-89.13130087,44.50766746,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,79800,13900,65900,79400,2143.58,2297.78,none,none,0,0,0.606282712,-89.13130087,44.50766746,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,87000,14900,72100,86600,2343.05,2505.1,none,none,0,0,0.606282712,-89.13130087,44.50766746,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,103600,15800,87800,103100,2802.92,2983.07,none,none,0,0,0.606282712,-89.13130087,44.50766746,none
2015,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,102300,16100,86200,101800,2766.92,2945.65,none,none,0,0,0.606282712,-89.13130087,44.50766746,none
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,41400,10800,30600,40500,708.36,857.17,1,none,0,1.1,0.966739358,-89.14358295,44.45399057,Residential
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,102800,38100,64700,100500,1729.32,2128.43,1,none,0,6.17,5.586960746,-89.14542687,44.45407417,Residential
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,33900,6000,27900,33100,566.55,701.89,1,none,0,0,0.383906555,-89.14408267,44.45473413,Residential
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,23700,9700,14000,0,373.69,490.7,"1,4",none,0,7.14,7.139406001,-89.15502339,44.45418641,"['Residential', 'Agricultural']"
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,167300,31100,136200,163600,2948.91,3463.88,1,none,0,2.23,2.578571845,-89.14600987,44.45484221,Residential
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,90500,8700,81800,88500,1496.76,1873.77,1,none,0,0.53,0.513333433,-89.14904288,44.4561379,Residential
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,55700,10200,45500,54500,838.76,1153.26,1,none,0,0,0.521759765,-89.14913913,44.45662485,Residential
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,0,0,0,0,0,0,none,X4,0,2.27,2.139284448,-89.14275831,44.45648802,none
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,204600,15800,188800,0,3654.18,4236.16,"1,4,5,5M",none,0,31.05,31.25032927,-89.14060062,44.45533324,"['Residential', 'Agricultural', 'Undeveloped', 'Agricultural Forest']"
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,36100,36100,0,35300,682.59,747.44,6,none,0,11.29,11.01396407,-89.15494068,44.45611461,Productive Forest
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,14900,9400,5500,14600,207.28,308.49,1,none,0,0,0.537683878,-89.14897431,44.45701008,Residential
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,2800,2800,0,2700,52.93,57.96,1,none,0,0,0.215289806,-89.14816707,44.45723368,Residential
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,70400,3500,66900,68800,1116.7,1457.6,1,none,0,0,0.147738965,-89.14853564,44.45727163,Residential
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,31700,7700,24000,31000,524.96,656.34,2,none,0,1.41,1.352635943,-89.14466825,44.45698895,Commercial
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,24600,4400,20200,24100,390.7,509.33,2,none,0,0,0.190701725,-89.14652389,44.45740126,Commercial
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,71500,7300,64200,69900,1137.5,1480.38,1,none,0,0,0.335643633,-89.14507522,44.45740675,Residential
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,45000,10800,34200,44000,839.43,931.71,1,none,0,0,1.551346317,-89.14992511,44.45741037,Residential
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,150300,15000,135300,147000,2627.48,3111.91,1,none,0,0,3.423407776,-89.15221645,44.45738644,Residential
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,4400,4400,0,4300,83.2,91.1,1,none,0,0,0.199739009,-89.14561715,44.45809502,Residential
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,44500,1700,42800,43500,766.98,921.36,2,none,0,0,0.039441382,-89.14713255,44.45825411,Commercial
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,5300,5300,0,0,100.22,109.74,"4,5M",none,0,7.8,8.159347596,-89.13715231,44.4578959,"['Agricultural', 'Agricultural Forest']"
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,21500,4300,17200,21000,683.09,445.15,1,none,0,0,0.180465408,-89.14656878,44.45854441,Residential
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,21600,2600,19000,21100,684.98,447.22,2,none,0,0,0.078821974,-89.14669426,44.458644,Commercial
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,40500,2700,37800,39600,691.35,838.54,1,none,0,0,0.106041793,-89.14622813,44.45869111,Residential
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,0,0,0,0,0,0,none,none,0,0,0.049426872,-89.14747918,44.45874887,none
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,6700,6700,0,0,126.68,138.72,"4,5M",none,0,7.68,8.376602673,-89.13991363,44.45775721,"['Agricultural', 'Agricultural Forest']"
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,45600,4800,40800,44600,647.79,944.14,1,none,0,0,0.184722961,-89.14609297,44.45881004,Residential
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,55000,6500,48500,53800,965.52,1138.76,2,none,0,0,0.201987482,-89.14693435,44.45903805,Commercial
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,327200,21500,305700,319900,6112.35,6774.56,2,none,0,6,5.97995341,-89.14365419,44.45838267,Commercial
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,101200,20800,80400,99000,1699.08,2095.31,1,none,0,0,0.48915667,-89.14886933,44.46022633,Residential
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,11600,11600,0,11300,219.33,240.17,6,none,0,0,4.158805501,-89.14412219,44.45984813,Productive Forest
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,7400,7400,0,0,139.93,153.22,"4,5M",none,0,8.7,8.280415719,-89.13713044,44.46010216,"['Agricultural', 'Agricultural Forest']"
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,69600,20000,49600,68100,1241.57,1441.04,1,none,0,0,0.504484869,-89.14923103,44.46064081,Residential
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,0,0,0,0,0,0,none,none,0,0,1.506126096,-89.14652592,44.46073982,none
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,150000,11700,138300,146700,2761.79,3105.69,1,none,0,1.07,1.083197868,-89.14449345,44.46117182,Residential
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,95100,9300,85800,93000,1583.73,1969,1,none,0,0,0.442299027,-89.14678294,44.46144136,Residential
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,45000,9200,35800,44000,776.43,931.71,1,none,0,0,0.374021385,-89.14423502,44.4614939,Residential
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,79600,9600,70000,77800,1290.67,1648.1,1,none,0,0,0.398441376,-89.1459952,44.46159165,Residential
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,63600,4400,59200,62200,988.13,1316.82,1,none,0,0,0.200759902,-89.1476573,44.45998085,Residential
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,55100,5500,49600,53900,1030.4,1140.82,1,none,0,0,0.232558762,-89.14840981,44.46094422,Residential
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,106500,8700,97800,104100,1799.29,2205.04,1,none,0,0,0.348251385,-89.14792534,44.46106361,Residential
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,82300,5900,76400,80500,1341.72,1704,1,none,0,0.3,0.269486105,-89.14773164,44.46081973,Residential
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,90500,4400,86100,88500,1636.76,1873.77,1,none,0,0,0.199842667,-89.14827476,44.46077389,Residential
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,61100,5900,55200,59700,1080.85,1265.05,1,none,0,0,0.217965273,-89.14814609,44.46060861,Residential
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,4400,4400,0,4300,83.2,91.1,1,none,0,0,0.200751502,-89.14758681,44.46063372,Residential
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,17500,4400,13100,17100,256.45,362.33,1,none,0,0,0.200798445,-89.14746314,44.46047487,Residential
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,59000,6900,52100,57700,901.15,1221.58,1,none,0,0,0.340975167,-89.14797392,44.46038752,Residential
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,58300,10400,47900,57000,1280.9,1207.07,1,none,0,0.94,0.936243267,-89.14334044,44.46128207,Residential
2016,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,146000,37800,108200,142800,2546.17,3022.88,1,none,0,5.43,5.60150321,-89.14771045,44.45415455,Residential
