OID_,X,Y,FID,OBJECTID,LATITUDE,LONGITUDE,SITE_NAME,SITE_NO,SITE_TYPE,SOURCE,OBJECTID_1,OBS_DATE,SITE_NO_1,SITE_NAM_1,OBS_TYPE,OBS,UNIT
70212,-9938157.746926680207253,5495716.771102270111442,70212,16686,44.195309999999999,-89.275989999999993,Upper Pine River at 17th Drive,703070.000000000000000,ST,WDNR,72210,2019/08/15 00:00:00+00,703070.000000000000000,Upper Pine River at 17th Drive,ST,2.520000000000000,CFS
70213,-9938157.746926680207253,5495716.771102270111442,70213,16686,44.195309999999999,-89.275989999999993,Upper Pine River at 17th Drive,703070.000000000000000,ST,WDNR,72211,2019/09/16 00:00:00+00,703070.000000000000000,Upper Pine River at 17th Drive,ST,2.790000000000000,CFS
70214,-9938157.746926680207253,5495716.771102270111442,70214,16686,44.195309999999999,-89.275989999999993,Upper Pine River at 17th Drive,703070.000000000000000,ST,WDNR,72212,2019/10/21 00:00:00+00,703070.000000000000000,Upper Pine River at 17th Drive,ST,3.550000000000000,CFS
70215,-9962346.637348430231214,5429857.810258359648287,70215,16742,43.769610399999998,-89.493282500000007,Allen Creek at 6th Rd,10041812.000000000000000,ST,WDNR,71001,2018/11/15 00:00:00+00,10041812.000000000000000,Allen Creek at 6th Rd,ST,5.825000000000000,CFS
70216,-9928047.154166620224714,5498626.265891290269792,70216,16695,44.214046000000003,-89.185164999999998,Humphrey Creek at CTH K,10007897.000000000000000,ST,WDNR,72213,2018/05/17 00:00:00+00,10007897.000000000000000,Humphrey Creek at CTH K,ST,12.210000000000001,CFS
70217,-9928047.154166620224714,5498626.265891290269792,70217,16695,44.214046000000003,-89.185164999999998,Humphrey Creek at CTH K,10007897.000000000000000,ST,WDNR,72214,2018/06/13 00:00:00+00,10007897.000000000000000,Humphrey Creek at CTH K,ST,7.910000000000000,CFS
70218,-9928047.154166620224714,5498626.265891290269792,70218,16695,44.214046000000003,-89.185164999999998,Humphrey Creek at CTH K,10007897.000000000000000,ST,WDNR,72215,2018/07/18 00:00:00+00,10007897.000000000000000,Humphrey Creek at CTH K,ST,7.730000000000000,CFS
70219,-9928047.154166620224714,5498626.265891290269792,70219,16695,44.214046000000003,-89.185164999999998,Humphrey Creek at CTH K,10007897.000000000000000,ST,WDNR,72216,2018/08/22 00:00:00+00,10007897.000000000000000,Humphrey Creek at CTH K,ST,8.410000000000000,CFS
70220,-9928047.154166620224714,5498626.265891290269792,70220,16695,44.214046000000003,-89.185164999999998,Humphrey Creek at CTH K,10007897.000000000000000,ST,WDNR,72217,2018/09/21 00:00:00+00,10007897.000000000000000,Humphrey Creek at CTH K,ST,11.270000000000000,CFS
70221,-9928047.154166620224714,5498626.265891290269792,70221,16695,44.214046000000003,-89.185164999999998,Humphrey Creek at CTH K,10007897.000000000000000,ST,WDNR,72218,2018/10/18 00:00:00+00,10007897.000000000000000,Humphrey Creek at CTH K,ST,11.750000000000000,CFS
70222,-9928047.154166620224714,5498626.265891290269792,70222,16695,44.214046000000003,-89.185164999999998,Humphrey Creek at CTH K,10007897.000000000000000,ST,WDNR,72219,2019/06/15 00:00:00+00,10007897.000000000000000,Humphrey Creek at CTH K,ST,14.230000000000000,CFS
70223,-9928047.154166620224714,5498626.265891290269792,70223,16695,44.214046000000003,-89.185164999999998,Humphrey Creek at CTH K,10007897.000000000000000,ST,WDNR,72220,2019/07/16 00:00:00+00,10007897.000000000000000,Humphrey Creek at CTH K,ST,11.680000000000000,CFS
70224,-9928047.154166620224714,5498626.265891290269792,70224,16695,44.214046000000003,-89.185164999999998,Humphrey Creek at CTH K,10007897.000000000000000,ST,WDNR,72221,2019/05/15 00:00:00+00,10007897.000000000000000,Humphrey Creek at CTH K,ST,12.710000000000001,CFS
70225,-9928047.154166620224714,5498626.265891290269792,70225,16695,44.214046000000003,-89.185164999999998,Humphrey Creek at CTH K,10007897.000000000000000,ST,WDNR,72222,2019/08/15 00:00:00+00,10007897.000000000000000,Humphrey Creek at CTH K,ST,11.380000000000001,CFS
70226,-9928047.154166620224714,5498626.265891290269792,70226,16695,44.214046000000003,-89.185164999999998,Humphrey Creek at CTH K,10007897.000000000000000,ST,WDNR,72223,2019/09/16 00:00:00+00,10007897.000000000000000,Humphrey Creek at CTH K,ST,12.260000000000000,CFS
70227,-9928047.154166620224714,5498626.265891290269792,70227,16695,44.214046000000003,-89.185164999999998,Humphrey Creek at CTH K,10007897.000000000000000,ST,WDNR,72224,2019/10/21 00:00:00+00,10007897.000000000000000,Humphrey Creek at CTH K,ST,11.420000000000000,CFS
70228,-9911356.020952649414539,5437132.045570489950478,70228,16693,43.816779599999997,-89.035225999999994,Assemble Creek 350ft N of Green Lake,10051096.000000000000000,ST,WDNR,72225,2018/06/16 00:00:00+00,10051096.000000000000000,Assemble Creek 350ft N of Green Lake,ST,1.530000000000000,CFS
70229,-9911356.020952649414539,5437132.045570489950478,70229,16693,43.816779599999997,-89.035225999999994,Assemble Creek 350ft N of Green Lake,10051096.000000000000000,ST,WDNR,72226,2018/07/21 00:00:00+00,10051096.000000000000000,Assemble Creek 350ft N of Green Lake,ST,1.000000000000000,CFS
70230,-9911356.020952649414539,5437132.045570489950478,70230,16693,43.816779599999997,-89.035225999999994,Assemble Creek 350ft N of Green Lake,10051096.000000000000000,ST,WDNR,72227,2018/08/18 00:00:00+00,10051096.000000000000000,Assemble Creek 350ft N of Green Lake,ST,0.550000000000000,CFS
70231,-9911356.020952649414539,5437132.045570489950478,70231,16693,43.816779599999997,-89.035225999999994,Assemble Creek 350ft N of Green Lake,10051096.000000000000000,ST,WDNR,72228,2018/05/19 00:00:00+00,10051096.000000000000000,Assemble Creek 350ft N of Green Lake,ST,0.880000000000000,CFS
70232,-9911356.020952649414539,5437132.045570489950478,70232,16693,43.816779599999997,-89.035225999999994,Assemble Creek 350ft N of Green Lake,10051096.000000000000000,ST,WDNR,72229,2018/09/15 00:00:00+00,10051096.000000000000000,Assemble Creek 350ft N of Green Lake,ST,1.240000000000000,CFS
70233,-9911356.020952649414539,5437132.045570489950478,70233,16693,43.816779599999997,-89.035225999999994,Assemble Creek 350ft N of Green Lake,10051096.000000000000000,ST,WDNR,72230,2018/10/13 00:00:00+00,10051096.000000000000000,Assemble Creek 350ft N of Green Lake,ST,1.030000000000000,CFS
70234,-9911356.020952649414539,5437132.045570489950478,70234,16693,43.816779599999997,-89.035225999999994,Assemble Creek 350ft N of Green Lake,10051096.000000000000000,ST,WDNR,72231,2019/05/18 00:00:00+00,10051096.000000000000000,Assemble Creek 350ft N of Green Lake,ST,1.190000000000000,CFS
70235,-9911356.020952649414539,5437132.045570489950478,70235,16693,43.816779599999997,-89.035225999999994,Assemble Creek 350ft N of Green Lake,10051096.000000000000000,ST,WDNR,72232,2019/06/15 00:00:00+00,10051096.000000000000000,Assemble Creek 350ft N of Green Lake,ST,0.890000000000000,CFS
70236,-9913487.121337639167905,5426643.099140550009906,70236,16680,43.748753000000001,-89.054370000000006,Unnamed Creek (Wuerches Creek) North Side Of Cty B Near State Hwy 73,10012583.000000000000000,ST,WDNR,72233,2018/05/21 00:00:00+00,10012583.000000000000000,Unnamed Creek (Wuerches Creek) North Side Of Cty B Near State Hwy 73,ST,1.330000000000000,CFS
70237,-9913487.121337639167905,5426643.099140550009906,70237,16680,43.748753000000001,-89.054370000000006,Unnamed Creek (Wuerches Creek) North Side Of Cty B Near State Hwy 73,10012583.000000000000000,ST,WDNR,72234,2018/07/19 00:00:00+00,10012583.000000000000000,Unnamed Creek (Wuerches Creek) North Side Of Cty B Near State Hwy 73,ST,1.550000000000000,CFS
70238,-9913487.121337639167905,5426643.099140550009906,70238,16680,43.748753000000001,-89.054370000000006,Unnamed Creek (Wuerches Creek) North Side Of Cty B Near State Hwy 73,10012583.000000000000000,ST,WDNR,72235,2018/09/21 00:00:00+00,10012583.000000000000000,Unnamed Creek (Wuerches Creek) North Side Of Cty B Near State Hwy 73,ST,3.330000000000000,CFS
70239,-9913487.121337639167905,5426643.099140550009906,70239,16680,43.748753000000001,-89.054370000000006,Unnamed Creek (Wuerches Creek) North Side Of Cty B Near State Hwy 73,10012583.000000000000000,ST,WDNR,72236,2018/10/26 00:00:00+00,10012583.000000000000000,Unnamed Creek (Wuerches Creek) North Side Of Cty B Near State Hwy 73,ST,5.210000000000000,CFS
70240,-9913487.121337639167905,5426643.099140550009906,70240,16680,43.748753000000001,-89.054370000000006,Unnamed Creek (Wuerches Creek) North Side Of Cty B Near State Hwy 73,10012583.000000000000000,ST,WDNR,72237,2019/05/23 00:00:00+00,10012583.000000000000000,Unnamed Creek (Wuerches Creek) North Side Of Cty B Near State Hwy 73,ST,3.630000000000000,CFS
70241,-9909068.160592900589108,5431557.571450149640441,70241,16694,43.780635699999998,-89.014673799999997,Spring Creek at Cth K (Bi),243026.000000000000000,ST,WDNR,72238,2018/05/22 00:00:00+00,243026.000000000000000,Spring Creek at Cth K (Bi),ST,2.660000000000000,CFS
70242,-9909068.160592900589108,5431557.571450149640441,70242,16694,43.780635699999998,-89.014673799999997,Spring Creek at Cth K (Bi),243026.000000000000000,ST,WDNR,72239,2018/06/21 00:00:00+00,243026.000000000000000,Spring Creek at Cth K (Bi),ST,2.520000000000000,CFS
70243,-9909068.160592900589108,5431557.571450149640441,70243,16694,43.780635699999998,-89.014673799999997,Spring Creek at Cth K (Bi),243026.000000000000000,ST,WDNR,72240,2018/07/17 00:00:00+00,243026.000000000000000,Spring Creek at Cth K (Bi),ST,0.270000000000000,CFS
70244,-9909068.160592900589108,5431557.571450149640441,70244,16694,43.780635699999998,-89.014673799999997,Spring Creek at Cth K (Bi),243026.000000000000000,ST,WDNR,72241,2018/08/16 00:00:00+00,243026.000000000000000,Spring Creek at Cth K (Bi),ST,1.530000000000000,CFS
70245,-9909068.160592900589108,5431557.571450149640441,70245,16694,43.780635699999998,-89.014673799999997,Spring Creek at Cth K (Bi),243026.000000000000000,ST,WDNR,72242,2018/09/24 00:00:00+00,243026.000000000000000,Spring Creek at Cth K (Bi),ST,3.460000000000000,CFS
70246,-9909068.160592900589108,5431557.571450149640441,70246,16694,43.780635699999998,-89.014673799999997,Spring Creek at Cth K (Bi),243026.000000000000000,ST,WDNR,72243,2018/10/17 00:00:00+00,243026.000000000000000,Spring Creek at Cth K (Bi),ST,3.430000000000000,CFS
70247,-9909068.160592900589108,5431557.571450149640441,70247,16694,43.780635699999998,-89.014673799999997,Spring Creek at Cth K (Bi),243026.000000000000000,ST,WDNR,72244,2019/05/13 00:00:00+00,243026.000000000000000,Spring Creek at Cth K (Bi),ST,4.510000000000000,CFS
70248,-9909068.160592900589108,5431557.571450149640441,70248,16694,43.780635699999998,-89.014673799999997,Spring Creek at Cth K (Bi),243026.000000000000000,ST,WDNR,72245,2019/06/11 00:00:00+00,243026.000000000000000,Spring Creek at Cth K (Bi),ST,2.770000000000000,CFS
70249,-9909068.160592900589108,5431557.571450149640441,70249,16694,43.780635699999998,-89.014673799999997,Spring Creek at Cth K (Bi),243026.000000000000000,ST,WDNR,72246,2019/06/11 00:00:00+00,243026.000000000000000,Spring Creek at Cth K (Bi),ST,2.650000000000000,CFS
70250,-9909068.160592900589108,5431557.571450149640441,70250,16694,43.780635699999998,-89.014673799999997,Spring Creek at Cth K (Bi),243026.000000000000000,ST,WDNR,72247,2019/07/15 00:00:00+00,243026.000000000000000,Spring Creek at Cth K (Bi),ST,2.060000000000000,CFS
70251,-9909068.160592900589108,5431557.571450149640441,70251,16694,43.780635699999998,-89.014673799999997,Spring Creek at Cth K (Bi),243026.000000000000000,ST,WDNR,72248,2019/08/14 00:00:00+00,243026.000000000000000,Spring Creek at Cth K (Bi),ST,3.650000000000000,CFS
70252,-9909068.160592900589108,5431557.571450149640441,70252,16694,43.780635699999998,-89.014673799999997,Spring Creek at Cth K (Bi),243026.000000000000000,ST,WDNR,72249,2019/09/16 00:00:00+00,243026.000000000000000,Spring Creek at Cth K (Bi),ST,3.090000000000000,CFS
70253,-9909068.160592900589108,5431557.571450149640441,70253,16694,43.780635699999998,-89.014673799999997,Spring Creek at Cth K (Bi),243026.000000000000000,ST,WDNR,72250,2019/10/14 00:00:00+00,243026.000000000000000,Spring Creek at Cth K (Bi),ST,2.140000000000000,CFS
70254,-9924214.190321089699864,5446284.041440510191023,70254,16692,43.876072100000002,-89.150732899999994,Unnamed (5026379) 30ft East of Footbridge,10051202.000000000000000,ST,WDNR,72251,2018/05/16 00:00:00+00,10051202.000000000000000,Unnamed (5026379) 30ft East of Footbridge,ST,3.500000000000000,CFS
70255,-9924214.190321089699864,5446284.041440510191023,70255,16692,43.876072100000002,-89.150732899999994,Unnamed (5026379) 30ft East of Footbridge,10051202.000000000000000,ST,WDNR,72252,2018/06/20 00:00:00+00,10051202.000000000000000,Unnamed (5026379) 30ft East of Footbridge,ST,0.170000000000000,CFS
70256,-9940204.912313660606742,5473052.341276579536498,70256,16688,44.049156000000004,-89.294380000000004,West Branch White River - Highway 22,10030594.000000000000000,ST,WDNR,72253,2018/06/16 00:00:00+00,10030594.000000000000000,West Branch White River - Highway 22,ST,32.189999999999998,CFS
70257,-9940204.912313660606742,5473052.341276579536498,70257,16688,44.049156000000004,-89.294380000000004,West Branch White River - Highway 22,10030594.000000000000000,ST,WDNR,72254,2018/07/21 00:00:00+00,10030594.000000000000000,West Branch White River - Highway 22,ST,33.899999999999999,CFS
70258,-9940204.912313660606742,5473052.341276579536498,70258,16688,44.049156000000004,-89.294380000000004,West Branch White River - Highway 22,10030594.000000000000000,ST,WDNR,72255,2018/08/18 00:00:00+00,10030594.000000000000000,West Branch White River - Highway 22,ST,25.719999999999999,CFS
70259,-9940204.912313660606742,5473052.341276579536498,70259,16688,44.049156000000004,-89.294380000000004,West Branch White River - Highway 22,10030594.000000000000000,ST,WDNR,72256,2018/09/15 00:00:00+00,10030594.000000000000000,West Branch White River - Highway 22,ST,27.629999999999999,CFS
70260,-9940204.912313660606742,5473052.341276579536498,70260,16688,44.049156000000004,-89.294380000000004,West Branch White River - Highway 22,10030594.000000000000000,ST,WDNR,72257,2018/10/21 00:00:00+00,10030594.000000000000000,West Branch White River - Highway 22,ST,27.690000000000001,CFS
70261,-9940204.912313660606742,5473052.341276579536498,70261,16688,44.049156000000004,-89.294380000000004,West Branch White River - Highway 22,10030594.000000000000000,ST,WDNR,72258,2019/05/18 00:00:00+00,10030594.000000000000000,West Branch White River - Highway 22,ST,28.379999999999999,CFS
70262,-9940204.912313660606742,5473052.341276579536498,70262,16688,44.049156000000004,-89.294380000000004,West Branch White River - Highway 22,10030594.000000000000000,ST,WDNR,72259,2019/06/22 00:00:00+00,10030594.000000000000000,West Branch White River - Highway 22,ST,27.270000000000000,CFS
70263,-9940204.912313660606742,5473052.341276579536498,70263,16688,44.049156000000004,-89.294380000000004,West Branch White River - Highway 22,10030594.000000000000000,ST,WDNR,72260,2019/07/25 00:00:00+00,10030594.000000000000000,West Branch White River - Highway 22,ST,27.449999999999999,CFS
70264,-9940204.912313660606742,5473052.341276579536498,70264,16688,44.049156000000004,-89.294380000000004,West Branch White River - Highway 22,10030594.000000000000000,ST,WDNR,72261,2019/08/17 00:00:00+00,10030594.000000000000000,West Branch White River - Highway 22,ST,28.199999999999999,CFS
70265,-9940204.912313660606742,5473052.341276579536498,70265,16688,44.049156000000004,-89.294380000000004,West Branch White River - Highway 22,10030594.000000000000000,ST,WDNR,72262,2019/09/26 00:00:00+00,10030594.000000000000000,West Branch White River - Highway 22,ST,23.149999999999999,CFS
70266,-9940204.912313660606742,5473052.341276579536498,70266,16688,44.049156000000004,-89.294380000000004,West Branch White River - Highway 22,10030594.000000000000000,ST,WDNR,72263,2019/10/26 00:00:00+00,10030594.000000000000000,West Branch White River - Highway 22,ST,24.370000000000001,CFS
70267,-9925947.111930450424552,5510395.122844570316374,70267,16681,44.289771999999999,-89.166300000000007,Radley Creek-Dayton Rd.,10013685.000000000000000,ST,WDNR,72264,2019/05/22 00:00:00+00,10013685.000000000000000,Radley Creek-Dayton Rd.,ST,48.229999999999997,CFS
70268,-9925947.111930450424552,5510395.122844570316374,70268,16681,44.289771999999999,-89.166300000000007,Radley Creek-Dayton Rd.,10013685.000000000000000,ST,WDNR,72265,2019/06/21 00:00:00+00,10013685.000000000000000,Radley Creek-Dayton Rd.,ST,23.760000000000002,CFS
70269,-9925947.111930450424552,5510395.122844570316374,70269,16681,44.289771999999999,-89.166300000000007,Radley Creek-Dayton Rd.,10013685.000000000000000,ST,WDNR,72266,2019/08/23 00:00:00+00,10013685.000000000000000,Radley Creek-Dayton Rd.,ST,30.820000000000000,CFS
70270,-9925947.111930450424552,5510395.122844570316374,70270,16681,44.289771999999999,-89.166300000000007,Radley Creek-Dayton Rd.,10013685.000000000000000,ST,WDNR,72267,2019/09/20 00:00:00+00,10013685.000000000000000,Radley Creek-Dayton Rd.,ST,44.030000000000001,CFS
70271,-9925947.111930450424552,5510395.122844570316374,70271,16681,44.289771999999999,-89.166300000000007,Radley Creek-Dayton Rd.,10013685.000000000000000,ST,WDNR,72268,2019/10/18 00:00:00+00,10013685.000000000000000,Radley Creek-Dayton Rd.,ST,35.359999999999999,CFS
70272,-9932761.345250910148025,5491159.827090590260923,70272,16685,44.165953100000003,-89.227513299999998,Willow Creek - Upstream Of Cth G,703109.000000000000000,ST,WDNR,72269,2019/05/15 00:00:00+00,703109.000000000000000,Willow Creek - Upstream Of Cth G,ST,5.530000000000000,CFS
70273,-9932761.345250910148025,5491159.827090590260923,70273,16685,44.165953100000003,-89.227513299999998,Willow Creek - Upstream Of Cth G,703109.000000000000000,ST,WDNR,72270,2019/06/13 00:00:00+00,703109.000000000000000,Willow Creek - Upstream Of Cth G,ST,7.190000000000000,CFS
70274,-9932761.345250910148025,5491159.827090590260923,70274,16685,44.165953100000003,-89.227513299999998,Willow Creek - Upstream Of Cth G,703109.000000000000000,ST,WDNR,72271,2019/07/15 00:00:00+00,703109.000000000000000,Willow Creek - Upstream Of Cth G,ST,12.510000000000000,CFS
70275,-9932761.345250910148025,5491159.827090590260923,70275,16685,44.165953100000003,-89.227513299999998,Willow Creek - Upstream Of Cth G,703109.000000000000000,ST,WDNR,72272,2019/08/15 00:00:00+00,703109.000000000000000,Willow Creek - Upstream Of Cth G,ST,6.780000000000000,CFS
70276,-9932761.345250910148025,5491159.827090590260923,70276,16685,44.165953100000003,-89.227513299999998,Willow Creek - Upstream Of Cth G,703109.000000000000000,ST,WDNR,72273,2019/09/17 00:00:00+00,703109.000000000000000,Willow Creek - Upstream Of Cth G,ST,7.970000000000000,CFS
70277,-9932761.345250910148025,5491159.827090590260923,70277,16685,44.165953100000003,-89.227513299999998,Willow Creek - Upstream Of Cth G,703109.000000000000000,ST,WDNR,72274,2019/10/25 00:00:00+00,703109.000000000000000,Willow Creek - Upstream Of Cth G,ST,5.230000000000000,CFS
70278,-9928244.534677250310779,5532615.995491559617221,70278,16766,44.432485000000000,-89.186938100000006,Sannes Creek at Peterson Road,10041842.000000000000000,ST,WDNR,72275,2017/09/12 00:00:00+00,10041842.000000000000000,Sannes Creek at Peterson Road,ST,6.833000000000000,CFS
70279,-9929671.628325710073113,5551191.134830130264163,70279,16768,44.551516599999999,-89.199757899999994,Griffen Creek at Peterson Road,10041833.000000000000000,ST,WDNR,72276,2017/08/26 00:00:00+00,10041833.000000000000000,Griffen Creek at Peterson Road,ST,1.352000000000000,CFS
70280,-9928461.719004480168223,5508361.384136090055108,70280,16760,44.276693000000002,-89.188889099999997,Radley Creek at Hwy. 22,10041838.000000000000000,ST,WDNR,72277,2017/09/12 00:00:00+00,10041838.000000000000000,Radley Creek at Hwy. 22,ST,21.140000000000001,CFS
70281,-9918440.482472350820899,5503799.830596149899065,70281,16767,44.247346999999998,-89.098866799999996,Austin Creek at CTH E,10041831.000000000000000,ST,WDNR,72278,2017/07/17 00:00:00+00,10041831.000000000000000,Austin Creek at CTH E,ST,0.536000000000000,CFS
70282,-9926954.553367879241705,5548995.127764020115137,70282,16697,44.537457000000003,-89.175349999999995,South Branch Little Wolf at Erickson Road and STH 49,10037928.000000000000000,ST,WDNR,72279,2017/08/26 00:00:00+00,10037928.000000000000000,South Branch Little Wolf at Erickson Road and STH 49,ST,11.960000000000001,CFS
70283,-9924543.662515090778470,5537773.650327759794891,70283,16763,44.465560199999999,-89.153692599999999,Bestul Creek at CTY HWY G,10041832.000000000000000,ST,WDNR,72280,2017/06/09 00:00:00+00,10041832.000000000000000,Bestul Creek at CTY HWY G,ST,1.284000000000000,CFS
70284,-9931301.011741559952497,5538764.263953600078821,70284,16771,44.471910700000002,-89.214394900000002,Peterson Creek at CTY HWY B,10041837.000000000000000,ST,WDNR,72281,2017/09/12 00:00:00+00,10041837.000000000000000,Peterson Creek at CTY HWY B,ST,8.577000000000000,CFS
70285,-9931279.137349540367723,5506085.157018779776990,70285,16759,44.262051100000001,-89.214198400000001,Radley Creek at West Road,10041839.000000000000000,ST,WDNR,72282,2017/09/12 00:00:00+00,10041839.000000000000000,Radley Creek at West Road,ST,9.282999999999999,CFS
70286,-9930157.704926259815693,5546739.116916449740529,70286,16770,44.523009700000003,-89.204124399999998,Nace Creek at Wastrud Road,10041835.000000000000000,ST,WDNR,72283,2017/08/26 00:00:00+00,10041835.000000000000000,Nace Creek at Wastrud Road,ST,4.562000000000000,CFS
70287,-9931297.126627849414945,5507592.571926419623196,70287,16761,44.271748000000002,-89.214359999999999,Murry Creek at West Road,10039108.000000000000000,ST,WDNR,72284,2017/09/12 00:00:00+00,10039108.000000000000000,Murry Creek at West Road,ST,5.559000000000000,CFS
70288,-9926617.255282029509544,5553984.064642529934645,70288,16769,44.569392999999998,-89.172319999999999,Leer Creek at Roosevelt Road,10008366.000000000000000,ST,WDNR,72285,2017/08/26 00:00:00+00,10008366.000000000000000,Leer Creek at Roosevelt Road,ST,4.755000000000000,CFS
70289,-9930161.667910760268569,5513186.711388790048659,70289,16762,44.307720000000003,-89.204160000000002,Emmons Creek - West Rd.,10022518.000000000000000,ST,WDNR,72286,2017/09/12 00:00:00+00,10022518.000000000000000,Emmons Creek - West Rd.,ST,21.399999999999999,CFS
70290,-9926617.255282029509544,5553984.064642529934645,70290,16769,44.569392999999998,-89.172319999999999,Leer Creek at Roosevelt Road,10008366.000000000000000,ST,WDNR,72287,2017/08/26 00:00:00+00,10008366.000000000000000,Leer Creek at Roosevelt Road,ST,4.755000000000000,CFS
70291,-9930157.704926259815693,5546739.116916449740529,70291,16770,44.523009700000003,-89.204124399999998,Nace Creek at Wastrud Road,10041835.000000000000000,ST,WDNR,72288,2017/08/26 00:00:00+00,10041835.000000000000000,Nace Creek at Wastrud Road,ST,4.562000000000000,CFS
70292,-9966252.114693030714989,5506779.831249659880996,70292,16895,44.266520000000000,-89.528366000000005,South Branch of Tenmile Cr at Central Sands Rd,10031975.000000000000000,ST,WDNR,72289,2000/05/03 00:00:00+00,10031975.000000000000000,South Branch of Tenmile Cr at Central Sands Rd,ST,2.280000000000000,CFS
70293,-9994196.646409809589386,5487272.115993879735470,70293,16896,44.140895999999998,-89.779396000000006,Dead Horse Creek at Beaver Ave,10007743.000000000000000,ST,WDNR,72290,2000/05/03 00:00:00+00,10007743.000000000000000,Dead Horse Creek at Beaver Ave,ST,3.910000000000000,CFS
70294,-9992828.529905589297414,5440582.379913000389934,70294,16819,43.839140000000000,-89.767105999999998,Campbell Creek at 9th Dr,13190.000000000000000,ST,WDNR,72291,2000/05/03 00:00:00+00,13190.000000000000000,Campbell Creek at 9th Dr,ST,1.590000000000000,CFS
70295,-9987855.776908790692687,5467115.981923890300095,70295,16794,44.010815000000001,-89.722435000000004,Little Roche A Cri Creek  at Cypress Ave,10010999.000000000000000,ST,WDNR,72292,2000/05/03 00:00:00+00,10010999.000000000000000,Little Roche A Cri Creek  at Cypress Ave,ST,9.850000000000000,CFS
70296,-9992828.529905589297414,5440582.379913000389934,70296,16819,43.839140000000000,-89.767105999999998,Campbell Creek at 9th Dr,13190.000000000000000,ST,WDNR,72293,2000/01/11 00:00:00+00,13190.000000000000000,Campbell Creek at 9th Dr,ST,2.000000000000000,CFS
70297,-9996250.268447479233146,5469850.122577340342104,70297,16897,44.028477000000002,-89.797843999999998,Unnamed Trib To Carter Creek  at 11th Ave.,10010835.000000000000000,ST,WDNR,72294,2000/01/11 00:00:00+00,10010835.000000000000000,Unnamed Trib To Carter Creek  at 11th Ave.,ST,0.100000000000000,CFS
70298,-9992828.529905589297414,5440582.379913000389934,70298,16819,43.839140000000000,-89.767105999999998,Campbell Creek at 9th Dr,13190.000000000000000,ST,WDNR,72295,2000/03/06 00:00:00+00,13190.000000000000000,Campbell Creek at 9th Dr,ST,1.500000000000000,CFS
70299,-9996250.268447479233146,5469850.122577340342104,70299,16897,44.028477000000002,-89.797843999999998,Unnamed Trib To Carter Creek  at 11th Ave.,10010835.000000000000000,ST,WDNR,72296,2000/04/10 00:00:00+00,10010835.000000000000000,Unnamed Trib To Carter Creek  at 11th Ave.,ST,0.470000000000000,CFS
70300,-9987855.776908790692687,5467115.981923890300095,70300,16794,44.010815000000001,-89.722435000000004,Little Roche A Cri Creek  at Cypress Ave,10010999.000000000000000,ST,WDNR,72297,2000/01/11 00:00:00+00,10010999.000000000000000,Little Roche A Cri Creek  at Cypress Ave,ST,7.400000000000000,CFS
70301,-9987855.776908790692687,5467115.981923890300095,70301,16794,44.010815000000001,-89.722435000000004,Little Roche A Cri Creek  at Cypress Ave,10010999.000000000000000,ST,WDNR,72298,2000/02/08 00:00:00+00,10010999.000000000000000,Little Roche A Cri Creek  at Cypress Ave,ST,15.300000000000001,CFS
70302,-9987855.776908790692687,5467115.981923890300095,70302,16794,44.010815000000001,-89.722435000000004,Little Roche A Cri Creek  at Cypress Ave,10010999.000000000000000,ST,WDNR,72299,2000/03/06 00:00:00+00,10010999.000000000000000,Little Roche A Cri Creek  at Cypress Ave,ST,9.100000000000000,CFS
70303,-9987855.776908790692687,5467115.981923890300095,70303,16794,44.010815000000001,-89.722435000000004,Little Roche A Cri Creek  at Cypress Ave,10010999.000000000000000,ST,WDNR,72300,2000/06/14 00:00:00+00,10010999.000000000000000,Little Roche A Cri Creek  at Cypress Ave,ST,39.000000000000000,CFS
70304,-9987855.776908790692687,5467115.981923890300095,70304,16794,44.010815000000001,-89.722435000000004,Little Roche A Cri Creek  at Cypress Ave,10010999.000000000000000,ST,WDNR,72301,2000/04/10 00:00:00+00,10010999.000000000000000,Little Roche A Cri Creek  at Cypress Ave,ST,7.050000000000000,CFS
70305,-9976183.371726490557194,5483951.264125600457191,70305,16871,44.119484000000000,-89.617580000000004,Dry Creek at CTH G,10030204.000000000000000,ST,WDNR,72302,1999/12/08 00:00:00+00,10030204.000000000000000,Dry Creek at CTH G,ST,2.210000000000000,CFS
70306,-9976183.371726490557194,5483951.264125600457191,70306,16871,44.119484000000000,-89.617580000000004,Dry Creek at CTH G,10030204.000000000000000,ST,WDNR,72303,2000/01/10 00:00:00+00,10030204.000000000000000,Dry Creek at CTH G,ST,1.980000000000000,CFS
70307,-9976183.371726490557194,5483951.264125600457191,70307,16871,44.119484000000000,-89.617580000000004,Dry Creek at CTH G,10030204.000000000000000,ST,WDNR,72304,2000/02/08 00:00:00+00,10030204.000000000000000,Dry Creek at CTH G,ST,1.100000000000000,CFS
70308,-9976183.371726490557194,5483951.264125600457191,70308,16871,44.119484000000000,-89.617580000000004,Dry Creek at CTH G,10030204.000000000000000,ST,WDNR,72305,2000/03/06 00:00:00+00,10030204.000000000000000,Dry Creek at CTH G,ST,2.900000000000000,CFS
