FID,SITE_SEQ_N,SOURCE_SIT,SOURCE_TYP,WDRL_YEAR,USE_DESC,WATER_US_1,METHOD_COD,REPORT_COM,WDRL_FLAG,JAN_WDRL_G,FEB_WDRL_G,MAR_WDRL_G,APR_WDRL_G,MAY_WDRL_G,JUN_WDRL_G,JUL_WDRL_G,AUG_WDRL_G,SEP_WDRL_G,OCT_WDRL_G,NOV_WDRL_G,DEC_WDRL_G,ANNUAL_WDR,Shape__Area,Shape__Length
5680,6595,3764,Groundwater,2012,non dairy farming,LV20,LED, ,Y,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,1800000,10438528.24,13731.60604
7446,6595,3764,Groundwater,2013,non dairy farming,LV20,LED, ,Y,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,1800000,10438528.24,13731.60604
8043,6595,3764,Groundwater,2011,non dairy farming,LV20,LED, ,Y,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,1800000,10438528.24,13731.60604
10435,6595,3764,Groundwater,2014,non dairy farming,LV20,LED, ,Y,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,1800000,10438528.24,13731.60604
15192,6595,3764,Groundwater,2015,non dairy farming,LV20,LED, ,Y,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,1800000,10438528.24,13731.60604
17598,6595,3764,Groundwater,2016,non dairy farming,LV20,LED, ,Y,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,1800000,10438528.24,13731.60604
19934,6595,3764,Groundwater,2017,non dairy farming,LV20,LED, ,Y,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,1800000,10438528.24,13731.60604
23853,6595,3764,Groundwater,2018,non dairy farming,LV20,LED, ,Y,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,1800000,10438528.24,13731.60604
17190,21930,18081,Groundwater,2016,dairy farming,LV10,LED, ,Y,135000,140000,145000,150000,155000,162000,162000,167000,160000,152000,140000,135000,1803000,4969278.57,8916.718293
2655,7767,788,Groundwater,2010,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,0,778380,1025500,0,0,0,1803880,5065817.066,9003.021498
16299,13685,6701,Groundwater,2016,lodging,PS42,LEC, ,Y,133875,133875,133875,133875,166800,166800,166800,166800,166800,166800,133875,133875,1804050,5108937.004,9041.21526
22248,9087,1787,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,328020,1056480,419610,0,0,0,0,1804110,5070458.379,9007.841278
6940,13685,6701,Groundwater,2013,lodging,PS42,LEC, ,Y,133875,133875,133875,166900,166900,166900,166900,166900,166900,133875,133875,133875,1804650,5108937.004,9041.21526
7387,13685,6701,Groundwater,2012,lodging,PS42,LEC, ,Y,133875,133875,133875,166900,166900,166900,166900,166900,166900,133875,133875,133875,1804650,5108937.004,9041.21526
11566,13685,6701,Groundwater,2014,lodging,PS42,LEC, ,Y,133875,133875,133875,166900,166900,166900,166900,166900,166900,133875,133875,133875,1804650,5108937.004,9041.21526
20556,7948,1738,Groundwater,2017,forestry irrigation,IR21,THM, ,Y,0,0,0,0,0,825749,979472,0,0,0,0,0,1805221,5085295.77,9021.004066
20240,635,674,Groundwater,2017,hospitals & clinics,PS12,OTH,Used monthly average based on 2 meter reading throughout the year.,Y,150800,150800,150800,150800,150800,150800,150800,150800,150800,150800,150800,150800,1809600,4561960.391,8557.86348
10953,635,674,Groundwater,2014,hospitals & clinics,PS12,OTH,Used monthly avaerage based on 3 meter readings throughout the year.,Y,151349,151349,151349,151349,151349,151349,151349,151349,151349,151349,151349,151349,1816188,4561960.391,8557.86348
22290,3888,1444,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,56250,528750,1050000,183750,0,0,0,0,1818750,5048805.949,8988.308591
6659,7584,8383,Groundwater,2010,agricultural irrigation,IR10,TFM, ,Y,0,0,0,0,0,0,0,1824000,0,0,0,0,1824000,5241813.27,9187.425017
12925,6218,7855,Groundwater,2014,public transient,PS41,TFM, ,Y,220,245,460,14710,32640,410310,445220,451670,305220,152400,11310,405,1824810,5057529.82,8989.240079
23825,11855,6025,Groundwater,2018,orchards or nursery,IR22,THM, ,Y,0,0,0,0,149849,362577,494456,527385,292543,0,0,0,1826810,5069901.477,9006.736658
4110,5454,5939,Groundwater,2010,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,465000,965400,400200,0,0,0,1830600,5186012.695,9110.062645
14216,12319,8096,Groundwater,2015,dairy manufacturing,IR32,TFM, ,Y,0,0,0,0,0,177000,86600,428000,429000,711000,0,0,1831600,5007026.996,8951.068285
14064,6218,7855,Groundwater,2015,OTM public,PS21,TFM, ,Y,250,300,360,14550,33120,412215,446550,451110,307520,153400,12500,320,1832195,5057529.82,8989.240079
20699,6218,7855,Groundwater,2017,business retail,PS44,TFM, ,Y,270,305,415,14410,33430,412956,447110,452195,308001,153110,12990,399,1835591,5057529.82,8989.240079
16759,12888,4968,Groundwater,2016,agricultural irrigation,IR10,COTH, ,Y,0,0,0,0,0,0,486000,1350000,0,0,0,0,1836000,5104855.066,9037.568491
18173,6218,7855,Groundwater,2016,OTM public,PS21,TFM, ,Y,266,310,410,14560,33570,413560,447250,453115,308110,152200,12910,410,1836671,5057529.82,8989.240079
10902,7019,8183,Groundwater,2014,other less than 70gpm,OT98,TFM, ,Y,0,64900,214200,281800,276300,277200,279200,200825,242385,0,0,0,1836810,4293303.152,8310.447421
8825,5304,9762,Groundwater,2011,, , , ,Y,0,0,0,0,0,0,464000,928000,450000,0,0,0,1842000,5056091.301,8999.055627
23634,7687,9849,Groundwater,2018,agricultural irrigation,IR10,TFM, ,Y,0,0,0,0,61503,815403,548720,418730,0,0,0,0,1844356,5168016.023,9094.865487
23247,9905,2425,Groundwater,2018,irrigation other,IR99,OTH, ,Y,0,0,0,0,151200,302400,312480,624960,302400,151200,0,0,1844640,5138601.867,9071.482596
9077,635,674,Groundwater,2012,hospitals & clinics,PS12,OTH,Used estimate of 2000 gal per month per person.,Y,154000,154000,154000,154000,154000,154000,154000,154000,154000,154000,154000,154000,1848000,4561960.391,8557.86348
4035,3934,9761,Groundwater,2010,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,1860000,0,0,0,0,0,1860000,4960146.117,8909.667562
20568,11846,5976,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,840000,1020000,0,0,0,0,1860000,4798375.289,8765.386118
19751,6515,5718,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,280800,122400,612000,849600,0,0,0,1864800,5061116.059,8998.823361
14975,9905,2425,Groundwater,2015,irrigation other,IR99,OTH, ,Y,0,0,0,0,312480,161280,312480,624960,302400,151200,0,0,1864800,5138601.867,9071.482596
16903,9905,2425,Groundwater,2016,irrigation other,IR99,OTH, ,Y,0,0,0,0,312480,161280,312480,624960,302400,151200,0,0,1864800,5138601.867,9071.482596
19577,9905,2425,Groundwater,2017,irrigation other,IR99,OTH, ,Y,0,0,0,0,312480,161280,312480,624960,302400,151200,0,0,1864800,5138601.867,9071.482596
21685,21930,18081,Groundwater,2017,dairy farming,LV10,LED, ,Y,142000,142000,145000,155000,158000,166000,166000,175000,165000,160000,147000,145000,1866000,4969278.57,8916.718293
18723,21913,18064,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,45000,570000,900000,315000,37500,0,0,1867500,5008478.867,8952.006567
15300,21187,17406,Groundwater,2015,agricultural irrigation,IR10,TFM, ,Y,0,0,0,0,0,0,1008000,863500,0,0,0,0,1871500,6931144.465,10676.37134
12964,21885,18037,Groundwater,2014,agricultural irrigation,IR10,MHP, ,Y,0,0,0,0,0,480000,312000,1080000,0,0,0,0,1872000,4980920.555,8928.234048
24524,8717,3731,Groundwater,2018,dairy farming,LV10,LED, ,Y,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,1872000,5211484.516,9145.752627
20595,6586,5241,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,170653,987480,714378,0,0,0,0,1872511,10378420.62,13729.49679
4202,9902,2941,Groundwater,2011,lodging,PS42,THM,"Unique Well#JC695, please re-name:  Dellwood",Y,38850,42367,36212,67350,38750,235110,651000,566711,54843,65100,37980,39246,1873519,5028934.555,8967.721278
23709,21930,18081,Groundwater,2018,dairy farming,LV10,LED, ,Y,145000,145000,145000,152000,155000,162000,164000,177000,167000,160000,155000,150000,1877000,4969278.57,8916.718293
24036,6218,7855,Groundwater,2018,public transient,PS41,TFM, ,Y,310,415,13950,34950,34110,413596,449115,460215,306995,152986,11574,464,1878680,5057529.82,8989.240079
14825,13951,9536,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,838500,950430,97500,0,0,0,1886430,5207550.027,9128.873319
24147,11846,5976,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,1800000,90000,0,0,0,0,1890000,4798375.289,8765.386118
3838,12809,861,Groundwater,2013,cranberry irrigation,IR23,THM, ,Y,0,0,0,0,0,0,0,0,1440000,0,0,450000,1890000,5054566.18,8993.680825
4410,10441,9951,Groundwater,2013,agricultural irrigation,IR10,COTH,combined total for both wells,Y,0,0,0,0,1896000,0,0,0,0,0,0,0,1896000,5069733.313,9006.640371
8351,9905,2425,Groundwater,2012,irrigation other,IR99,OTH, ,Y,0,0,0,0,312480,302400,729120,312480,161280,80640,0,0,1898400,5138601.867,9071.482596
12226,4241,10019,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,500000,650000,750000,0,0,0,0,0,1900000,4942901.25,8900.666889
3161,7435,3775,Groundwater,2011,orchards or nursery,IR22,LET,Wells are used for irrigation purpose. 80gpm 2 hours a day,Y,0,0,0,0,300000,300000,350000,350000,300000,300000,0,0,1900000,4505343.289,8502.744613
6238,12518,3743,Groundwater,2011,orchards or nursery,IR22,LET,Wells are used for irrigation purpose. 80gpm 2 hours a day,Y,0,0,0,0,300000,300000,350000,350000,300000,300000,0,0,1900000,4505343.289,8502.744613
17012,6553,9308,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,475200,855360,570240,0,0,0,0,1900800,5146435.027,9050.788863
21461,21925,18076,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,504000,756000,252000,252000,147000,0,0,0,1911000,10361149.72,13758.05947
670,12319,8096,Groundwater,2012,dairy manufacturing,IR32,TFM, ,Y,0,0,0,0,281800,393200,565300,452600,222600,0,0,0,1915500,5007026.996,8951.068285
6074,13531,2635,Groundwater,2011,dairy manufacturing,IR32,TFM, ,Y,0,0,0,0,0,127400,45350,821978,922402,0,0,0,1917130,5131455.77,9061.232146
712,19508,15802,Groundwater,2012,aquaculture,AQ10,LET, ,Y,491040,475200,491040,0,0,0,0,0,0,156240,151200,156240,1920960,1346315.527,5640.667935
5681,19509,15803,Groundwater,2012,aquaculture,AQ10,LET, ,Y,491040,475200,491040,0,0,0,0,0,0,156240,151200,156240,1920960,1346315.527,5640.667935
711,19510,15804,Groundwater,2012,aquaculture,AQ10,LET, ,Y,491040,475200,491050,0,0,0,0,0,0,156240,151200,156240,1920970,1346315.527,5640.667935
18092,6586,5241,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,163882,1073720,684735,0,0,0,0,1922337,10378420.62,13729.49679
20465,5446,5748,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,368400,1468000,90000,0,0,0,1926400,5047680.57,8986.875718
17622,22106,18257,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,552000,828000,552000,0,0,0,0,1932000,10346830.41,13718.33208
18715,13122,898,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,29160,37800,696600,775980,353160,40500,0,0,1933200,5020631.449,8962.903712
19501,11276,6915,Groundwater,2017,agricultural irrigation,IR10,TFM, ,Y,0,0,0,0,12000,1920000,0,0,2000,0,0,0,1934000,5094057.105,9028.067899
545,10131,7762,Groundwater,2011,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,607500,555000,766500,6000,0,0,0,1935000,4972520.363,8919.783977
6284,19841,16128,Groundwater,2012,golf course irrigation,IR31,MHP,Estimated 4gpm flow,Y,161280,161280,161280,161280,161280,161280,161280,161280,161280,161280,161280,161280,1935360,5039999.664,8980.102182
8449,19841,16128,Groundwater,2013,golf course irrigation,IR31,MHP, ,Y,161280,161280,161280,161280,161280,161280,161280,161280,161280,161280,161280,161280,1935360,5039999.664,8980.102182
11055,19841,16128,Groundwater,2014,golf course irrigation,IR31,MHP,Estimated @ 4 gallons/minute flow.,Y,161280,161280,161280,161280,161280,161280,161280,161280,161280,161280,161280,161280,1935360,5039999.664,8980.102182
15834,19841,16128,Groundwater,2015,golf course irrigation,IR31,MHP,estimated 4GPM flow,Y,161280,161280,161280,161280,161280,161280,161280,161280,161280,161280,161280,161280,1935360,5039999.664,8980.102182
16238,19841,16128,Groundwater,2016,golf course irrigation,IR31,MHP,Estimated flow @ 4 gpm,Y,161280,161280,161280,161280,161280,161280,161280,161280,161280,161280,161280,161280,1935360,5039999.664,8980.102182
20369,19841,16128,Groundwater,2017,golf course irrigation,IR31,MHP,estimated @ 4 gallons/minute flow,Y,161280,161280,161280,161280,161280,161280,161280,161280,161280,161280,161280,161280,1935360,5039999.664,8980.102182
23911,19841,16128,Groundwater,2018,golf course irrigation,IR31,MHP, ,Y,161280,161280,161280,161280,161280,161280,161280,161280,161280,161280,161280,161280,1935360,5039999.664,8980.102182
248,10533,1499,Groundwater,2010,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,965400,570100,400200,0,0,0,1935700,5095789.48,9029.654474
19944,9766,10366,Groundwater,2017,lodging,PS42,THM, ,Y,0,0,0,99900,52920,666360,445500,299160,287280,85860,0,0,1936980,4898308.188,8862.556753
11743,9115,5782,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,696000,0,1243200,0,0,0,0,1939200,5070504.758,9007.733705
18045,5275,4824,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,16500,52800,1871100,0,0,0,0,0,1940400,5054718.836,8994.204923
14974,24219,20231,Groundwater,2015,dairy manufacturing,IR32,THM, ,Y,0,0,0,0,323400,323400,323400,323400,323400,323400,0,0,1940400,5076849.141,9012.57976
14973,24220,20232,Groundwater,2015,dairy manufacturing,IR32,THM, ,Y,0,0,0,0,324000,324000,324000,324000,324000,324000,0,0,1944000,5076849.141,9012.57976
10235,8455,10052,Groundwater,2013,irrigation other,IR99,THM, ,Y,0,0,0,0,432000,432000,432000,432000,220000,0,0,0,1948000,4941356.598,8928.955249
11529,8455,10052,Groundwater,2014,irrigation other,IR99,OTH, ,Y,0,0,0,0,432000,432000,432000,432000,220000,0,0,0,1948000,4941356.598,8928.955249
9338,6673,1671,Groundwater,2011,water bottling,IN41,TFM, ,Y,157882,146672,191787,130735,170877,191953,157249,230858,153294,146570,139642,137686,1955205,4939537.707,8890.365974
22422,25805,21811,Groundwater,2018,agricultural irrigation,IR10,THM,Please move this report to Morteson bros farms,Y,0,0,0,19610,235327,392213,529487,490266,196106,98053,0,0,1961062,5171530.34,9097.150382
22930,22542,18692,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,19610,235327,392213,529487,490266,196106,98053,0,0,1961062,5001990.176,8948.650572
19753,11659,5789,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,2400,658800,1310400,0,0,0,1971600,5603175.102,9485.715789
6725,20821,16846,Groundwater,2011,dairy farming,LV10,LED,We started operating this facility on 7/11/12.,Y,0,0,0,0,0,0,195300,294000,340200,377580,383250,384090,1974420,5059812.383,8997.672211
16676,7992,6090,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,660000,670000,650000,0,0,0,0,1980000,5041126.289,8981.888602
17624,21657,17817,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,720000,540000,720000,0,0,0,0,1980000,10361149.72,13758.05947
21717,13469,6728,Groundwater,2017,dairy manufacturing,IR32,THM, ,Y,0,0,0,0,180000,530000,560000,530000,180000,0,0,0,1980000,5132818.535,9062.683026
13108,12689,8920,Groundwater,2014,agricultural irrigation,IR10,TFM, ,Y,0,0,0,0,0,229120,900000,851000,0,0,0,0,1980120,4998536.406,8944.016525
8689,3944,5866,Groundwater,2010,, , , ,Y,0,0,0,0,0,268200,123720,493140,1096800,0,0,0,1981860,5069901.477,9006.736658
13913,24028,20048,Groundwater,2015,winter recreation,CO21,TFM, ,Y,0,0,0,0,0,0,0,0,0,0,0,1984000,1984000,5063928.625,9017.535485
1755,8824,4943,Groundwater,2012,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,500000,520000,545000,420000,0,0,0,1985000,5058378.266,8996.656531
21487,21696,17854,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,120000,1460000,410000,0,0,0,1990000,5037969.41,8978.60634
14406,8068,874,Groundwater,2015,cranberry irrigation,IR23,THM, ,Y,0,0,0,0,0,0,0,0,0,1995000,0,0,1995000,6227252.125,10132.54223
12436,12814,5929,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,43386,260314,303700,780942,564014,43386,0,0,1995742,3664244.336,7757.282192
4617,7990,6080,Groundwater,2010,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,766100,844500,388500,0,0,0,1999100,5006762.27,8950.9323
16134,5315,4771,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,615000,307500,615000,465000,0,0,0,2002500,10771527.59,14120.85672
423,13951,9536,Groundwater,2011,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,877500,975000,150150,0,0,0,2002650,5207550.027,9128.873319
17114,7789,5885,Groundwater,2016,agricultural irrigation,IR10,TFM, ,Y,0,0,0,0,0,0,673200,1332000,0,0,0,0,2005200,5067115.426,9004.166327
4731,5283,4864,Groundwater,2011,golf course irrigation,IR31,TFM, ,Y,0,0,0,27450,283300,341000,618200,327050,319000,94000,0,0,2010000,5118547.813,9050.951185
16414,8831,4525,Groundwater,2016,agricultural irrigation,IR10,LEO, ,Y,0,0,0,2000,3000,2000,1000,3000,2000000,0,0,0,2011000,4988184.094,8933.843392
22251,13872,8470,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,306600,1086000,619200,0,0,0,0,2011800,5010156.086,8958.649145
9540,11676,7973,Groundwater,2011,single residence private,DS11,LERD, ,Y,167750,167750,167750,168250,169500,172750,172750,172750,172750,160500,160500,160500,2013500,10583862.11,13966.80749
2342,11984,9558,Groundwater,2010,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,756000,1260000,0,0,0,0,2016000,4468639.109,8477.523489
7817,12715,5140,Groundwater,2010,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,720000,1296000,0,0,0,0,2016000,5080384.824,9033.15455
16095,6899,4552,Groundwater,2016,agricultural irrigation,IR10,COTH, ,Y,0,0,0,0,0,144000,1728000,144000,0,0,0,0,2016000,5410048.453,9312.110825
4473,13469,6728,Groundwater,2010,public transient,PS41,LEC, ,Y,0,0,0,0,180000,540000,558000,558000,180000,0,0,0,2016000,5132818.535,9062.683026
20663,7217,9498,Groundwater,2017,dairy manufacturing,IR32,TFM, ,Y,0,0,0,0,204700,144300,628100,610800,432300,0,0,0,2020200,5042082.227,8981.983177
4052,10449,3289,Groundwater,2010,forestry irrigation,IR21,THM, ,Y,0,0,0,0,1125000,450000,0,450000,0,0,0,0,2025000,5046878.57,8986.456859
16289,19754,16041,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,540000,882000,612000,0,0,0,0,0,2034000,5355556.539,9267.171368
5687,5283,4864,Groundwater,2012,golf course irrigation,IR31,THM,CJF,Y,0,0,0,37650,238910,271190,739800,643260,81090,24770,0,0,2036670,5118547.813,9050.951185
18954,23795,19821,Groundwater,2016,agricultural irrigation,IR10,THM,40 hours total at 850 gpm.,Y,0,0,0,0,0,0,1020000,1020000,0,0,0,0,2040000,5191421.738,9135.161855
1904,4758,2885,Groundwater,2012,, , , , ,0,0,0,132339,266674,487612,526338,318818,189914,126221,0,0,2047916,5102078.68,9038.894127
12225,21626,17787,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,650000,725000,675000,0,0,0,0,2050000,4694773.945,8671.528641
17147,7788,6036,Groundwater,2016,agricultural irrigation,IR10,TFM, ,Y,0,0,0,0,0,0,616500,1440000,0,0,0,0,2056500,5088900.992,9024.39665
24853,21925,18076,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,420000,504000,735000,399000,0,0,0,0,2058000,10361149.72,13758.05947
12907,22578,18725,Groundwater,2014,dairy farming,LV10,LED, ,Y,172000,172000,172000,172000,172000,172000,172000,172000,172000,172000,172000,172000,2064000,4975231.16,8923.037265
2062,13831,7876,Groundwater,2013,dairy farming,LV10,LERD, ,Y,160000,160000,160000,170000,170000,190000,190000,190000,170000,190000,160000,160000,2070000,10664236.39,14009.79149
701,14727,15047,Surface Water,2012,golf course irrigation,IR31,THM, ,Y,0,0,0,0,202500,633750,622500,427500,187500,15000,0,0,2088750,5039999.664,8980.102182
6802,12893,5019,Groundwater,2011,agricultural irrigation,IR10,THM,no,Y,0,0,0,0,430000,350000,520000,790000,0,0,0,0,2090000,5078183.922,9014.113577
19271,12042,4559,Groundwater,2017,agricultural irrigation,IR10,LET, ,Y,0,0,0,0,0,455000,855000,780000,0,0,0,0,2090000,4988184.094,8933.843392
2349,10131,7762,Groundwater,2010,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,184500,169500,184500,1552500,0,0,0,0,2091000,4972520.363,8919.783977
18713,23339,19434,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,124200,1112400,861600,0,0,0,0,2098200,5007755.473,8951.233405
23920,13524,9499,Groundwater,2018,dairy manufacturing,IR32,TFM, ,Y,0,0,0,0,0,282600,910300,633400,272000,0,0,0,2098300,5042082.227,8981.983177
2746,11718,5253,Groundwater,2010,, , , ,N,0,0,0,0,0,0,1800000,0,300000,0,0,0,2100000,5110347.313,9055.701798
6773,11718,5253,Groundwater,2011,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,1800000,0,300000,0,0,0,2100000,5110347.313,9055.701798
4656,19841,16128,Groundwater,2011,, ,OTH, ,Y,175200,175200,175200,175200,175200,175200,175200,175200,175200,175200,175200,175200,2102400,5039999.664,8980.102182
2039,13469,6728,Groundwater,2013,dairy manufacturing,IR32,MRW, ,Y,0,0,0,0,180000,540000,558000,558000,270000,0,0,0,2106000,5132818.535,9062.683026
4706,13469,6728,Groundwater,2011,dairy manufacturing,IR32,MRW, ,Y,0,0,0,0,180000,540000,558000,558000,270000,0,0,0,2106000,5132818.535,9062.683026
9761,13469,6728,Groundwater,2012,dairy manufacturing,IR32,MRW, ,Y,0,0,0,0,180000,540000,558000,558000,270000,0,0,0,2106000,5132818.535,9062.683026
15733,13469,6728,Groundwater,2015,dairy manufacturing,IR32,THM, ,Y,0,0,0,0,180000,540000,558000,558000,270000,0,0,0,2106000,5132818.535,9062.683026
17723,21777,17932,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,1112580,504840,488670,0,0,0,0,2106090,5046072.98,8985.529777
8968,11676,7973,Groundwater,2012,, , , , ,180000,180000,185000,186000,190000,210000,121500,121500,190000,185000,180000,180000,2109000,10583862.11,13966.80749
18395,3979,5185,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,528000,1056000,528000,0,0,0,0,2112000,5138601.867,9071.482596
16405,23308,19405,Groundwater,2016,agricultural irrigation,IR10,TFM, ,Y,0,0,0,0,0,0,525000,1593000,0,0,0,0,2118000,5201947.223,9153.745781
19216,9706,4918,Groundwater,2017,irrigation other,IR99,THM, ,Y,0,0,0,0,0,0,1656000,468000,0,0,0,0,2124000,5239230.688,9155.734251
6348,4811,3308,Groundwater,2012,forestry irrigation,IR21,THM, ,Y,0,0,0,0,0,0,864000,864000,400000,0,0,0,2128000,4989588.344,8935.175607
18720,6498,1122,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,125820,280800,730620,716040,277020,0,0,0,2130300,4749511.086,8720.141095
1050,9220,2630,Groundwater,2010,, , , ,Y,0,0,0,100800,354900,386400,375900,371700,308700,235200,0,0,2133600,5141153.984,9087.220705
486,5444,1440,Groundwater,2011,food manufacturing,IN31,THM, ,Y,177800,177800,177800,177800,177800,177800,177800,177800,177800,177800,177800,177800,2133600,5047680.57,8986.875718
6055,13040,5788,Groundwater,2011,food manufacturing,IN31,TFM, ,Y,177800,177800,177800,177800,177800,177800,177800,177800,177800,177800,177800,177800,2133600,5047680.57,8986.875718
11503,13972,9888,Groundwater,2014,agricultural irrigation,IR10,TFM,Well also used for geothermal and LV10.  Original report submitted was meter readings. Corrected by B Smail.,Y,205790,181920,121320,98470,72030,37570,876880,81330,38400,66090,158610,196240,2134650,5154009.766,9090.857276
123,13046,6856,Groundwater,2010,dairy farming,LV10,LED, ,Y,178000,178000,178000,178000,178000,178000,178000,178000,178000,178000,178000,178000,2136000,4938078.789,8889.864926
2919,13046,6856,Groundwater,2011,dairy farming,LV10,LED, ,Y,178000,178000,178000,178000,178000,178000,178000,178000,178000,178000,178000,178000,2136000,4938078.789,8889.864926
3243,13046,6856,Groundwater,2012,dairy farming,LV10,LEO, ,Y,178000,178000,178000,178000,178000,178000,178000,178000,178000,178000,178000,178000,2136000,4938078.789,8889.864926
14465,23401,19493,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,30000,390000,940000,785000,0,0,0,2145000,5088097.84,9023.016186
17836,3888,1444,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,97500,341250,607500,667500,431250,0,0,0,0,2145000,5048805.949,8988.308591
18995,4945,7445,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,500000,840000,405000,400000,0,0,0,2145000,4349670.098,8367.941312
4907,9027,1341,Groundwater,2013,dairy manufacturing,IR32,TFM, ,Y,0,0,0,0,8700,0,477700,916600,743500,7200,0,0,2153700,5010134.836,8954.068499
13170,5225,777,Groundwater,2014,agricultural irrigation,IR10,COTH,This must be a miscalculation. Reduced by 1000x - KSM.,Y,0,0,0,0,0,0,0,1616112,539514,0,0,0,2155626,5099336.109,9032.871427
21974,24123,20140,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,0,2158800,0,0,0,0,2158800,10152972.48,13543.40361
19910,6733,6618,Groundwater,2017,forestry irrigation,IR21,THM, ,Y,0,0,0,0,108350,1235100,629174,110750,76000,0,0,0,2159374,5053446.492,8992.245116
188,13982,5201,Groundwater,2010,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,864000,1296000,0,0,0,0,0,2160000,10346830.41,13718.33208
3170,13666,6614,Groundwater,2011,agricultural irrigation,IR10,COTH,2 hour a day irrigation 100gpm pump,Y,0,0,0,360000,360000,360000,360000,360000,360000,0,0,0,2160000,4966831.074,8914.7527
6129,12889,4970,Groundwater,2011,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,720000,1440000,0,0,0,0,0,2160000,5146797.523,9075.629963
6247,13668,6609,Groundwater,2011,agricultural irrigation,IR10,COTH,2 hours a day 100gpm,Y,0,0,0,360000,360000,360000,360000,360000,360000,0,0,0,2160000,4966831.074,8914.7527
